,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
110,frozenset({'?a dbo:familia ?b'}),frozenset({'?a dbo:series.dbo:familia ?b'}),37824.0,151.0,151.0,0.003992174280879865,2.643824027072758e-05,-5711273.0,-150.60122634247338
111,frozenset({'?a dbo:series.dbo:familia ?b'}),frozenset({'?a dbo:familia ?b'}),151.0,37824.0,151.0,1.0,2.643824027072758e-05,-5711273.0,inf
112,frozenset({'?a dbo:classis.dbo:subdivision ?b'}),frozenset({'?a dbo:familia ?b'}),38494.0,37824.0,193.0,0.005013768379487712,1.325552130786726e-07,-1455996863.0,-38013.5913422626
113,frozenset({'?a dbo:familia ?b'}),frozenset({'?a dbo:classis.dbo:subdivision ?b'}),37824.0,38494.0,193.0,0.005102580372250423,1.325552130786726e-07,-1455996863.0,-38690.42098270043
114,frozenset({'?a dbo:subdivision ?b'}),frozenset({'?b dbo:familia ?a'}),31953.0,37824.0,1501.0,0.046975244890933555,1.2419428112027696e-06,-1208588771.0,-39687.321653750165
115,frozenset({'?b dbo:familia ?a'}),frozenset({'?a dbo:subdivision ?b'}),37824.0,31953.0,1501.0,0.039683798646362095,1.2419428112027696e-06,-1208588771.0,-33272.37419816645
116,frozenset({'?a dbo:subfamilia.dbo:familia ?b'}),frozenset({'?a dbo:familia ?b'}),3561.0,37824.0,3346.0,0.939623701207526,2.4841997176594913e-05,-134687918.0,-626454.4325581401
117,frozenset({'?a dbo:familia ?b'}),frozenset({'?a dbo:subfamilia.dbo:familia ?b'}),37824.0,3561.0,3346.0,0.08846235194585449,2.4841997176594913e-05,-134687918.0,-3905.4887174430073
118,frozenset({'?a dbo:sectio.dbo:familia ?b'}),frozenset({'?a dbo:familia ?b'}),251.0,37824.0,251.0,1.0,2.643824027072758e-05,-9493573.0,inf
119,frozenset({'?a dbo:familia ?b'}),frozenset({'?a dbo:sectio.dbo:familia ?b'}),37824.0,251.0,251.0,0.006635998307952622,2.643824027072758e-05,-9493573.0,-251.6700822399063
120,frozenset({'?a dbo:ordo ?b'}),frozenset({'?a dbo:familia ?b'}),41253.0,37824.0,191.0,0.0046299663054808135,1.2240816162967463e-07,-1560353281.0,-37998.933783059765
121,frozenset({'?a dbo:familia ?b'}),frozenset({'?a dbo:ordo ?b'}),37824.0,41253.0,191.0,0.005049703891708968,1.2240816162967465e-07,-1560353281.0,-41461.36762947413
122,frozenset({'?a dbo:species.dbo:familia ?b'}),frozenset({'?a dbo:familia ?b'}),590.0,37824.0,277.0,0.4694915254237288,1.2412529754222949e-05,-22315883.0,-71295.75079872205
123,frozenset({'?a dbo:familia ?b'}),frozenset({'?a dbo:species.dbo:familia ?b'}),37824.0,590.0,277.0,0.0073233925549915395,1.2412529754222949e-05,-22315883.0,-593.3453005566357
124,frozenset({'?a dbo:familia ?b'}),frozenset({'?a dbo:phylum.dbo:subdivision ?b'}),37824.0,183345.0,137.0,0.0036220389170896787,1.975531875475022e-08,-6934841143.0,-184010.4931674052
125,frozenset({'?a dbo:phylum.dbo:subdivision ?b'}),frozenset({'?a dbo:familia ?b'}),183345.0,37824.0,137.0,0.0007472251765796722,1.975531875475022e-08,-6934841143.0,-37851.283431946205
126,frozenset({'?a dbo:imageCaption ?b'}),frozenset({'?b dbo:familia ?a'}),3937.0,37824.0,183.0,0.04648209296418593,1.2289047420734435e-06,-148912905.0,-39666.79568460309
127,frozenset({'?b dbo:familia ?a'}),frozenset({'?a dbo:imageCaption ?b'}),37824.0,3937.0,183.0,0.004838197969543147,1.2289047420734435e-06,-148912905.0,-3955.1357296564915
128,frozenset({'?a dbo:subgenus.dbo:familia ?b'}),frozenset({'?a dbo:familia ?b'}),470.0,37824.0,461.0,0.9808510638297873,2.593197609533067e-05,-17776819.0,-1975201.111111114
129,frozenset({'?a dbo:familia ?b'}),frozenset({'?a dbo:subgenus.dbo:familia ?b'}),37824.0,470.0,461.0,0.012188028764805415,2.593197609533067e-05,-17776819.0,-474.7867141289511
130,frozenset({'?a dbo:subordo.dbo:subdivision ?b'}),frozenset({'?a dbo:familia ?b'}),14640.0,37824.0,285.0,0.0194672131147541,5.14678857729328e-07,-553743075.0,-38573.92685475444
131,frozenset({'?a dbo:familia ?b'}),frozenset({'?a dbo:subordo.dbo:subdivision ?b'}),37824.0,14640.0,285.0,0.0075348984771573604,5.146788577293279e-07,-553743075.0,-14750.140813553904
132,frozenset({'?a dbo:infraordo.dbo:subdivision ?b'}),frozenset({'?a dbo:familia ?b'}),5386.0,37824.0,147.0,0.027292981804678797,7.215784106566941e-07,-203719917.0,-38884.267608322196
133,frozenset({'?a dbo:familia ?b'}),frozenset({'?a dbo:infraordo.dbo:subdivision ?b'}),37824.0,5386.0,147.0,0.0038864213197969543,7.215784106566941e-07,-203719917.0,-5406.010032645911
134,frozenset({'?a dbo:subdivision.dbo:familia ?b'}),frozenset({'?a dbo:familia ?b'}),2088.0,37824.0,1099.0,0.5263409961685823,1.3915529721039084e-05,-78975413.0,-79852.80485338725
135,frozenset({'?a dbo:familia ?b'}),frozenset({'?a dbo:subdivision.dbo:familia ?b'}),37824.0,2088.0,1099.0,0.02905562605752961,1.3915529721039085e-05,-78975413.0,-2149.4537236215115
136,frozenset({'?b dbo:familia ?a'}),frozenset({'?a dbo:subdivision.dbo:subdivision ?b'}),37824.0,13239.0,867.0,0.022921954314720813,1.73139620173131e-06,-500751069.0,-13548.55946099521
