,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
32,frozenset({'?a dbo:rd2Team08 ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team ?b')})",4261.0,288.0,288.0,0.06758976766017367,0.00023468669326449194,-1226880.0,-307.8044299018374
33,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team ?b')})",frozenset({'?a dbo:rd2Team08 ?b'}),288.0,4261.0,288.0,1.0,0.0002346866932644919,-1226880.0,inf
34,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team ?b')})",frozenset({'?a dbo:rd1Team ?b'}),288.0,8847.0,288.0,1.0,0.00011303266644060134,-2547648.0,inf
35,frozenset({'?a dbo:rd1Team ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team ?b')})",8847.0,288.0,288.0,0.03255340793489318,0.00011303266644060132,-2547648.0,-296.65720294426916
36,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team ?b')})",frozenset({'?a dbo:rd4Team02 ?b'}),288.0,4247.0,288.0,1.0,0.0002354603249352484,-1222848.0,inf
37,frozenset({'?a dbo:rd4Team02 ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team ?b')})",4247.0,288.0,288.0,0.06781257358135154,0.00023546032493524838,-1222848.0,-307.8779994948219
38,frozenset({'?a dbo:rd1Team15 ?b'}),frozenset({'?a dbo:rd3Team ?b'}),3603.0,1938.0,137.0,0.038023868998057174,1.9620159441721966e-05,-6982477.0,-2013.5634737449511
39,frozenset({'?a dbo:rd3Team ?b'}),frozenset({'?a dbo:rd1Team15 ?b'}),1938.0,3603.0,137.0,0.07069143446852426,1.962015944172197e-05,-6982477.0,-3876.0
40,frozenset({'?a dbo:rd3Team04 ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd3Team ?b')})",4234.0,137.0,137.0,0.03235710911667454,0.00023618327822390176,-579921.0,-140.54771784232366
41,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd3Team ?b')})",frozenset({'?a dbo:rd3Team04 ?b'}),137.0,4234.0,137.0,1.0,0.00023618327822390176,-579921.0,inf
42,frozenset({'?a dbo:rd2Team08 ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd3Team ?b')})",4261.0,137.0,137.0,0.03215207697723539,0.0002346866932644919,-583620.0,-140.51794374393793
43,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd3Team ?b')})",frozenset({'?a dbo:rd2Team08 ?b'}),137.0,4261.0,137.0,1.0,0.0002346866932644919,-583620.0,inf
44,frozenset({'?a dbo:rd1Team ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd3Team ?b')})",8847.0,137.0,137.0,0.015485475302362382,0.00011303266644060132,-1211902.0,-138.13915040183696
45,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd3Team ?b')})",frozenset({'?a dbo:rd1Team ?b'}),137.0,8847.0,137.0,1.0,0.00011303266644060134,-1211902.0,inf
46,frozenset({'?a dbo:rd2Team ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd3Team ?b')})",4276.0,137.0,137.0,0.032039289055191766,0.00023386342376052383,-585675.0,-140.5015704276395
47,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd3Team ?b')})",frozenset({'?a dbo:rd2Team ?b'}),137.0,4276.0,137.0,1.0,0.00023386342376052386,-585675.0,inf
48,frozenset({'?a dbo:rd4Team02 ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd3Team ?b')})",4247.0,137.0,137.0,0.03225806451612903,0.0002354603249352484,-581702.0,-140.53333333333333
49,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd3Team ?b')})",frozenset({'?a dbo:rd4Team02 ?b'}),137.0,4247.0,137.0,1.0,0.0002354603249352484,-581702.0,inf
50,frozenset({'?a dbo:rd1Team15 ?b'}),frozenset({'?a dbo:rd4Team02 ?b'}),3603.0,4247.0,820.0,0.2275881210102692,5.3587972924480625e-05,-15301121.0,-5497.06719367589
51,frozenset({'?a dbo:rd4Team02 ?b'}),frozenset({'?a dbo:rd1Team15 ?b'}),4247.0,3603.0,820.0,0.19307746644690368,5.3587972924480625e-05,-15301121.0,-4463.873358622702
52,frozenset({'?a dbo:rd3Team04 ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd4Team02 ?b')})",4234.0,820.0,818.0,0.19319792158715163,0.0002356072214477459,-3471062.0,-1015.1188524590165
53,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd4Team02 ?b')})",frozenset({'?a dbo:rd3Team04 ?b'}),820.0,4234.0,818.0,0.9975609756097561,0.0002356072214477459,-3471062.0,-1735529.9999999984
54,frozenset({'?a dbo:rd3Team ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd4Team02 ?b')})",1938.0,820.0,137.0,0.07069143446852426,8.620906642502958e-05,-1589023.0,-881.3003886729595
55,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd4Team02 ?b')})",frozenset({'?a dbo:rd3Team ?b'}),820.0,1938.0,137.0,0.16707317073170733,8.620906642502958e-05,-1589023.0,-2325.5344070278184
56,frozenset({'?a dbo:rd2Team08 ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd4Team02 ?b')})",4261.0,820.0,819.0,0.19220840178361887,0.000234400489980023,-3493201.0,-1013.8753631609529
57,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd4Team02 ?b')})",frozenset({'?a dbo:rd2Team08 ?b'}),820.0,4261.0,819.0,0.998780487804878,0.000234400489980023,-3493201.0,-3493199.9999999967
58,frozenset({'?a dbo:rd1Team ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd4Team02 ?b')})",8847.0,820.0,511.0,0.05775969255114728,7.043864945261864e-05,-7254029.0,-869.2050143953935
59,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd4Team02 ?b')})",frozenset({'?a dbo:rd1Team ?b'}),820.0,8847.0,511.0,0.6231707317073171,7.043864945261863e-05,-7254029.0,-23474.822006472492
60,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd4Team02 ?b')})",frozenset({'?a dbo:rd2Team ?b'}),820.0,4276.0,288.0,0.35121951219512193,8.213739761345227e-05,-3506032.0,-6589.285714285714
61,frozenset({'?a dbo:rd2Team ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd4Team02 ?b')})",4276.0,820.0,288.0,0.06735266604303088,8.213739761345228e-05,-3506032.0,-878.1454363089268
62,frozenset({'?a dbo:medalsilverProperty ?b'}),frozenset({'?a dbo:before.dbo:medalgoldProperty ?b'}),10896.0,2250.0,109.0,0.01000367107195301,4.4460760319791155e-06,-24515891.0,-2271.7255956243625
63,frozenset({'?a dbo:before.dbo:medalgoldProperty ?b'}),frozenset({'?a dbo:medalsilverProperty ?b'}),2250.0,10896.0,109.0,0.04844444444444444,4.4460760319791155e-06,-24515891.0,-11449.673049976645
64,frozenset({'?a dbo:rd1Team15 ?b'}),frozenset({'?a dbo:rd1Team ?b'}),3603.0,8847.0,522.0,0.14487926727726894,1.6376089892310267e-05,-31875219.0,-10344.738072054528
65,frozenset({'?a dbo:rd1Team ?b'}),frozenset({'?a dbo:rd1Team15 ?b'}),8847.0,3603.0,522.0,0.059003051881993895,1.6376089892310267e-05,-31875219.0,-3827.8551351351352
66,frozenset({'?a dbo:rd3Team04 ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd1Team ?b')})",4234.0,522.0,520.0,0.12281530467642891,0.00023527836144909755,-2209628.0,-593.9456112008615
67,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd1Team ?b')})",frozenset({'?a dbo:rd3Team04 ?b'}),522.0,4234.0,520.0,0.9961685823754789,0.00023527836144909752,-2209628.0,-1104812.9999999907
68,frozenset({'?a dbo:rd3Team ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd1Team ?b')})",1938.0,522.0,137.0,0.07069143446852426,0.00013542420396269014,-1011499.0,-560.6318711826763
69,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd1Team ?b')})",frozenset({'?a dbo:rd3Team ?b'}),522.0,1938.0,137.0,0.2624521072796935,0.00013542420396269014,-1011499.0,-2626.27012987013
70,frozenset({'?a dbo:rd2Team08 ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd1Team ?b')})",4261.0,522.0,521.0,0.12227176719080028,0.00023423710189808482,-2223721.0,-593.577807486631
71,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd1Team ?b')})",frozenset({'?a dbo:rd2Team08 ?b'}),522.0,4261.0,521.0,0.9980842911877394,0.00023423710189808482,-2223721.0,-2223719.9999999814
72,frozenset({'?a dbo:rd2Team ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd1Team ?b')})",4276.0,522.0,288.0,0.06735266604303088,0.00012902809586787524,-2231784.0,-558.6248746238716
73,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd1Team ?b')})",frozenset({'?a dbo:rd2Team ?b'}),522.0,4276.0,288.0,0.5517241379310345,0.00012902809586787521,-2231784.0,-9536.538461538461
74,frozenset({'?a dbo:rd4Team02 ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd1Team ?b')})",4247.0,522.0,511.0,0.12032022604191193,0.00023049851732167038,-2216423.0,-592.2609743040686
75,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd1Team ?b')})",frozenset({'?a dbo:rd4Team02 ?b'}),522.0,4247.0,511.0,0.9789272030651341,0.00023049851732167038,-2216423.0,-201492.00000000044
76,frozenset({'?a dbo:medalgoldProperty ?b'}),frozenset({'?a dbo:before.dbo:medalgoldProperty ?b'}),13062.0,2250.0,174.0,0.0133210840606339,5.920481804726177e-06,-29389326.0,-2279.3635940409686
77,frozenset({'?a dbo:before.dbo:medalgoldProperty ?b'}),frozenset({'?a dbo:medalgoldProperty ?b'}),2250.0,13062.0,174.0,0.07733333333333334,5.920481804726178e-06,-29389326.0,-14155.708092485549
78,frozenset({'?a dbo:rd1Team15 ?b'}),frozenset({'?a dbo:rd2Team08 ?b'}),3603.0,4261.0,1726.0,0.47904524007771304,0.00011242554331793312,-15350657.0,-8177.293553542887
79,frozenset({'?a dbo:rd2Team08 ?b'}),frozenset({'?a dbo:rd1Team15 ?b'}),4261.0,3603.0,1726.0,0.40506923257451305,0.00011242554331793312,-15350657.0,-6054.485996055228
80,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team08 ?b')})",frozenset({'?a dbo:rd3Team04 ?b'}),1726.0,4234.0,1155.0,0.6691772885283893,0.00015804848571761675,-7306729.0,-12795.373029772329
81,frozenset({'?a dbo:rd3Team04 ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team08 ?b')})",4234.0,1726.0,1155.0,0.2727916863486065,0.00015804848571761675,-7306729.0,-2372.0850925625205
82,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team08 ?b')})",frozenset({'?a dbo:rd3Team ?b'}),1726.0,1938.0,137.0,0.07937427578215528,4.095679864920293e-05,-3344851.0,-2104.003775959723
83,frozenset({'?a dbo:rd3Team ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team08 ?b')})",1938.0,1726.0,137.0,0.07069143446852426,4.095679864920293e-05,-3344851.0,-1856.2187673514713
84,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team08 ?b')})",frozenset({'?a dbo:rd1Team ?b'}),1726.0,8847.0,521.0,0.3018539976825029,3.4119362233808395e-05,-15269401.0,-12670.702074688796
85,frozenset({'?a dbo:rd1Team ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team08 ?b')})",8847.0,1726.0,521.0,0.05889001921555329,3.4119362233808395e-05,-15269401.0,-1832.9419889502763
86,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team08 ?b')})",frozenset({'?a dbo:rd2Team ?b'}),1726.0,4276.0,288.0,0.16685979142526072,3.902240211067837e-05,-7380088.0,-5131.189151599444
87,frozenset({'?a dbo:rd2Team ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team08 ?b')})",4276.0,1726.0,288.0,0.06735266604303088,3.902240211067837e-05,-7380088.0,-1849.5737211634905
88,"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team08 ?b')})",frozenset({'?a dbo:rd4Team02 ?b'}),1726.0,4247.0,819.0,0.47450753186558514,0.00011172769763729342,-7329503.0,-8080.039691289967
89,frozenset({'?a dbo:rd4Team02 ?b'}),"frozenset({('?a dbo:rd1Team15 ?b', '?a dbo:rd2Team08 ?b')})",4247.0,1726.0,819.0,0.19284200612196845,0.00011172769763729342,-7329503.0,-2137.1280630105016
90,frozenset({'?a dbo:after.dbo:starring ?b'}),frozenset({'?a dbo:starring ?b'}),8477.0,104619.0,121.0,0.014273917659549369,1.3643714487377405e-07,-886855142.0,-106132.9327429392
91,frozenset({'?a dbo:starring ?b'}),frozenset({'?a dbo:after.dbo:starring ?b'}),104619.0,8477.0,121.0,0.0011565776770949827,1.3643714487377405e-07,-886855142.0,-8485.814503626863
92,frozenset({'?a dbo:starring.dbo:spouse ?b'}),frozenset({'?a dbo:starring ?b'}),10292.0,104619.0,257.0,0.02497085114652157,2.386837108605662e-07,-1076738491.0,-107297.30503238665
93,frozenset({'?a dbo:starring ?b'}),frozenset({'?a dbo:starring.dbo:spouse ?b'}),104619.0,10292.0,257.0,0.002456532752176947,2.386837108605662e-07,-1076738491.0,-10316.342433069509
94,frozenset({'?a dbo:starring ?b'}),frozenset({'?a dbo:followedBy.dbo:starring ?b'}),104619.0,7099.0,2331.0,0.0222808476471769,3.138589610815171e-06,-742687950.0,-7259.753460816518
95,frozenset({'?a dbo:followedBy.dbo:starring ?b'}),frozenset({'?a dbo:starring ?b'}),7099.0,104619.0,2331.0,0.32835610649387237,3.138589610815171e-06,-742687950.0,-155764.09018456377
96,frozenset({'?a dbo:starring ?b'}),frozenset({'?a dbo:before.dbo:starring ?b'}),104619.0,8395.0,114.0,0.0010896682247010581,1.2979966941048935e-07,-878276391.0,-8403.156652791733
97,frozenset({'?a dbo:before.dbo:starring ?b'}),frozenset({'?a dbo:starring ?b'}),8395.0,104619.0,114.0,0.013579511614055986,1.2979966941048935e-07,-878276391.0,-106058.21881415289
98,frozenset({'?a dbo:nearE.dbo:region ?b'}),frozenset({'?a dbo:region ?b'}),330.0,15326.0,203.0,0.6151515151515151,4.0137773401508227e-05,-5057377.0,-39820.86614173228
99,frozenset({'?a dbo:region ?b'}),frozenset({'?a dbo:nearE.dbo:region ?b'}),15326.0,330.0,203.0,0.013245465222497716,4.013777340150823e-05,-5057377.0,-333.41625338887786
100,frozenset({'?a dbo:name.dbo:starring ?b'}),frozenset({'?a dbo:starring ?b'}),172.0,104619.0,128.0,0.7441860465116279,7.113297264470392e-06,-17994340.0,-408961.2727272727
101,frozenset({'?a dbo:starring ?b'}),frozenset({'?a dbo:name.dbo:starring ?b'}),104619.0,172.0,128.0,0.0012234871294889073,7.113297264470392e-06,-17994340.0,-171.20947258615575
102,frozenset({'?a dbo:title ?b'}),frozenset({'?b dbo:starring ?a'}),135504.0,104619.0,311.0,0.002295135198960916,2.193803419035659e-08,-14176292665.0,-104858.66481252728
103,frozenset({'?b dbo:starring ?a'}),frozenset({'?a dbo:title ?b'}),104619.0,135504.0,311.0,0.0029726913849300795,2.193803419035659e-08,-14176292665.0,-135907.00959657936
104,frozenset({'?a dbo:baftaawards ?b'}),frozenset({'?b dbo:starring ?a'}),732.0,104619.0,194.0,0.2650273224043716,2.5332618587863734e-06,-76580914.0,-142342.7063197026
105,frozenset({'?b dbo:starring ?a'}),frozenset({'?a dbo:baftaawards ?b'}),104619.0,732.0,194.0,0.0018543476806316252,2.5332618587863734e-06,-76580914.0,-732.3580464448169
106,frozenset({'?a dbo:music ?b'}),frozenset({'?a dbo:starring ?b'}),15384.0,104619.0,241.0,0.015665626625065,1.4973978555582639e-07,-1609458455.0,-106282.98963217328
107,frozenset({'?a dbo:starring ?b'}),frozenset({'?a dbo:music ?b'}),104619.0,15384.0,241.0,0.0023035968609908335,1.497397855558264e-07,-1609458455.0,-15418.518049780605
108,frozenset({'?a dbo:notableRole.dbo:precededBy ?b'}),frozenset({'?b dbo:starring ?a'}),620.0,104619.0,172.0,0.27741935483870966,2.6517110165334183e-06,-64863608.0,-144783.83928571426
109,frozenset({'?b dbo:starring ?a'}),frozenset({'?a dbo:notableRole.dbo:precededBy ?b'}),104619.0,620.0,172.0,0.0016440608302507192,2.6517110165334183e-06,-64863608.0,-620.0193495265542
110,frozenset({'?a dbo:relatedInstance.dbo:title ?b'}),frozenset({'?b dbo:starring ?a'}),59848.0,104619.0,102.0,0.0017043176045983158,1.6290708232714093e-08,-6261237810.0,-104796.60670170389
111,frozenset({'?b dbo:starring ?a'}),frozenset({'?a dbo:relatedInstance.dbo:title ?b'}),104619.0,59848.0,102.0,0.0009749663063114731,1.6290708232714093e-08,-6261237810.0,-59905.40575217429
112,frozenset({'?b dbo:starring ?a'}),frozenset({'?a dbo:notableRole ?b'}),104619.0,8686.0,2726.0,0.026056452460834073,2.999821835233027e-06,-908717908.0,-8917.354626912545
113,frozenset({'?a dbo:notableRole ?b'}),frozenset({'?b dbo:starring ?a'}),8686.0,104619.0,2726.0,0.31383836058024406,2.999821835233027e-06,-908717908.0,-152468.44765100672
114,frozenset({'?a dbo:starring ?b'}),frozenset({'?a dbo:starring.dbo:title ?b'}),104619.0,41305.0,157.0,0.0015006834322637379,3.633176206908941e-08,-4321287638.0,-41366.0773869924
115,frozenset({'?a dbo:starring.dbo:title ?b'}),frozenset({'?a dbo:starring ?b'}),41305.0,104619.0,157.0,0.0038009926159060644,3.633176206908941e-08,-4321287638.0,-105017.16948575873
116,frozenset({'?b dbo:starring ?a'}),frozenset({'?a dbo:sagawards ?b'}),104619.0,355.0,110.0,0.0010514342519045297,2.9617866250831823e-06,-37139635.0,-354.37259948903926
117,frozenset({'?a dbo:sagawards ?b'}),frozenset({'?b dbo:starring ?a'}),355.0,104619.0,110.0,0.30985915492957744,2.9617866250831823e-06,-37139635.0,-151589.3469387755
118,frozenset({'?a dbo:academyawards ?b'}),frozenset({'?b dbo:starring ?a'}),1514.0,104619.0,368.0,0.2430647291941876,2.323332560951525e-06,-158392798.0,-138212.61082024433
119,frozenset({'?b dbo:starring ?a'}),frozenset({'?a dbo:academyawards ?b'}),104619.0,1514.0,368.0,0.0035175254972806087,2.323332560951525e-06,-158392798.0,-1518.340802486307
120,frozenset({'?a dbo:starring ?b'}),frozenset({'?a dbo:creator ?b'}),104619.0,6191.0,435.0,0.004157944541622459,6.716111357813696e-07,-647695794.0,-6215.845139368809
121,frozenset({'?a dbo:creator ?b'}),frozenset({'?a dbo:starring ?b'}),6191.0,104619.0,435.0,0.0702632854143111,6.716111357813695e-07,-647695794.0,-112524.32904794996
122,frozenset({'?a dbo:director ?b'}),frozenset({'?a dbo:starring ?b'}),32867.0,104619.0,945.0,0.028752243892049778,2.7482812770194495e-07,-3438511728.0,-107715.0493703402
123,frozenset({'?a dbo:starring ?b'}),frozenset({'?a dbo:director ?b'}),104619.0,32867.0,945.0,0.009032776073179824,2.7482812770194495e-07,-3438511728.0,-33165.57723247873
124,"frozenset({('?a dbo:starring ?b', '?a dbo:director ?b')})",frozenset({'?a dbo:producer ?b'}),945.0,76397.0,263.0,0.2783068783068783,3.6429032332012814e-06,-72194902.0,-105856.6275659824
125,frozenset({'?a dbo:producer ?b'}),"frozenset({('?a dbo:starring ?b', '?a dbo:director ?b')})",76397.0,945.0,263.0,0.0034425435553752113,3.6429032332012818e-06,-72194902.0,-947.260987206767
126,"frozenset({('?a dbo:starring ?b', '?a dbo:director ?b')})",frozenset({'?a dbo:writer ?b'}),945.0,56160.0,544.0,0.5756613756613757,1.025038062075099e-05,-53070656.0,-132344.77556109725
127,frozenset({'?a dbo:writer ?b'}),"frozenset({('?a dbo:starring ?b', '?a dbo:director ?b')})",56160.0,945.0,544.0,0.009686609686609686,1.025038062075099e-05,-53070656.0,-953.2336018411968
128,frozenset({'?a dbo:wikiPageUsesTemplate ?b'}),frozenset({'?a dbo:genre.dbo:wikiPageUsesTemplate ?b'}),1623090.0,69734.0,345.0,0.00021255752915734803,3.0481189829544844e-09,-113184557715.0,-69747.82542543653
