,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
51,frozenset({'?a dbo:location.dbo:isPartOf ?b'}),frozenset({'?a dbo:operator ?b'}),206886.0,8754.0,198.0,0.0009570488094892839,1.0932702872849943e-07,-1811079846.0,-8761.385073153739
52,frozenset({'?a dbo:region ?b'}),frozenset({'?a dbo:location.dbo:isPartOf ?b'}),65129.0,206886.0,476.0,0.007308572218213085,3.5326567376299436e-08,-13474277818.0,-208408.16613304874
53,frozenset({'?a dbo:location.dbo:isPartOf ?b'}),frozenset({'?a dbo:region ?b'}),206886.0,65129.0,476.0,0.002300784006651006,3.5326567376299436e-08,-13474277818.0,-65278.19101787704
54,frozenset({'?a dbo:formerPartner.dbo:formerChoreographer ?b'}),frozenset({'?a dbo:formerChoreographer ?b'}),252.0,588.0,106.0,0.42063492063492064,0.0007153655112838787,-148070.0,-1013.178082191781
55,frozenset({'?a dbo:formerChoreographer ?b'}),frozenset({'?a dbo:formerPartner.dbo:formerChoreographer ?b'}),588.0,252.0,106.0,0.18027210884353742,0.0007153655112838787,-148070.0,-306.1991701244813
56,frozenset({'?a dbo:parent.dbo:deathPlace ?b'}),frozenset({'?a dbo:birthPlace ?b'}),12939.0,768759.0,2891.0,0.22343303191900457,2.906411917375986e-07,-9946969810.0,-989944.2438296179
57,frozenset({'?a dbo:birthPlace ?b'}),frozenset({'?a dbo:parent.dbo:deathPlace ?b'}),768759.0,12939.0,2891.0,0.0037606063798927883,2.906411917375986e-07,-9946969810.0,-12986.838387293894
58,frozenset({'?a dbo:location ?b'}),frozenset({'?a dbo:location.dbo:isPartOf ?b'}),247601.0,206886.0,20541.0,0.08296008497542418,4.0099419475181587e-07,-51225159945.0,-225600.86710561084
59,frozenset({'?a dbo:location.dbo:isPartOf ?b'}),frozenset({'?a dbo:location ?b'}),206886.0,247601.0,20541.0,0.09928656361474435,4.009941947518158e-07,-51225159945.0,-274893.201320132
60,frozenset({'?a dbo:city ?b'}),frozenset({'?a dbo:location.dbo:isPartOf ?b'}),84639.0,206886.0,296.0,0.0034972057798414442,1.6904023374425744e-08,-17510623858.0,-207611.05859407422
61,frozenset({'?a dbo:location.dbo:isPartOf ?b'}),frozenset({'?a dbo:city ?b'}),206886.0,84639.0,296.0,0.0014307396343880205,1.6904023374425744e-08,-17510623858.0,-84759.26844474563
62,frozenset({'?a dbo:formerBandMember ?b'}),frozenset({'?a dbo:associatedBand.dbo:associatedBand ?b'}),21689.0,246376.0,628.0,0.02895476969892572,1.1752268767625793e-07,-5343648436.0,-253721.44603770002
63,frozenset({'?a dbo:associatedBand.dbo:associatedBand ?b'}),frozenset({'?a dbo:formerBandMember ?b'}),246376.0,21689.0,628.0,0.0025489495730103584,1.1752268767625794e-07,-5343648436.0,-21743.422888487392
64,frozenset({'?b dbo:associatedBand.dbo:associatedBand ?a'}),frozenset({'?a dbo:formerBandMember ?b'}),246376.0,21689.0,4060.0,0.016478877812773973,7.597804330662535e-07,-5343645004.0,-22051.38203007643
65,frozenset({'?a dbo:formerBandMember ?b'}),frozenset({'?b dbo:associatedBand.dbo:associatedBand ?a'}),21689.0,246376.0,4060.0,0.18719166397713127,7.597804330662535e-07,-5343645004.0,-303115.7396902831
66,frozenset({'?a dbo:parent.dbo:deathPlace ?b'}),frozenset({'?a dbo:deathPlace ?b'}),12939.0,199776.0,1642.0,0.12690316098616586,6.352272594614261e-07,-2584900022.0,-228811.9611401257
67,frozenset({'?a dbo:deathPlace ?b'}),frozenset({'?a dbo:parent.dbo:deathPlace ?b'}),199776.0,12939.0,1642.0,0.008219205510171392,6.35227259461426e-07,-2584900022.0,-13045.22135524443
68,frozenset({'?a dbo:associatedBand.dbo:associatedBand ?b'}),frozenset({'?a dbo:bandMember ?b'}),246376.0,27714.0,705.0,0.002861480014287106,1.0325034330255849e-07,-6828063759.0,-27792.5277627396
69,frozenset({'?a dbo:bandMember ?b'}),frozenset({'?a dbo:associatedBand.dbo:associatedBand ?b'}),27714.0,246376.0,705.0,0.02543840658151115,1.0325034330255848e-07,-6828063759.0,-252805.9813395535
70,frozenset({'?b dbo:associatedBand.dbo:associatedBand ?a'}),frozenset({'?a dbo:bandMember ?b'}),246376.0,27714.0,4641.0,0.018837062051498522,6.796948131449276e-07,-6828059823.0,-28245.05383167518
71,frozenset({'?a dbo:bandMember ?b'}),frozenset({'?b dbo:associatedBand.dbo:associatedBand ?a'}),27714.0,246376.0,4641.0,0.1674604892833947,6.796948131449276e-07,-6828059823.0,-295931.90092315694
72,frozenset({'?a dbo:lastAppearance ?b'}),frozenset({'?a dbo:relative.dbo:lastAppearance ?b'}),1685.0,414.0,164.0,0.0973293768545994,0.00023509511317536087,-697426.0,-457.53122945430636
73,frozenset({'?a dbo:relative.dbo:lastAppearance ?b'}),frozenset({'?a dbo:lastAppearance ?b'}),414.0,1685.0,164.0,0.3961352657004831,0.00023509511317536087,-697426.0,-2788.7039999999997
74,frozenset({'?a dbo:daylightSavingTimeZone ?b'}),frozenset({'?a dbo:district.dbo:daylightSavingTimeZone ?b'}),4836.0,322.0,270.0,0.05583126550868486,0.00017338902331889708,-1556922.0,-339.9816031537451
75,frozenset({'?a dbo:district.dbo:daylightSavingTimeZone ?b'}),frozenset({'?a dbo:daylightSavingTimeZone ?b'}),322.0,4836.0,270.0,0.8385093167701864,0.0001733890233188971,-1556922.0,-29939.8076923077
76,frozenset({'?a dbo:predecessor.dbo:product ?b'}),frozenset({'?a dbo:product ?b'}),487.0,35405.0,116.0,0.23819301848049282,6.727666105931163e-06,-17242119.0,-46473.71428571428
77,frozenset({'?a dbo:product ?b'}),frozenset({'?a dbo:predecessor.dbo:product ?b'}),35405.0,487.0,116.0,0.003276373393588476,6.727666105931162e-06,-17242119.0,-487.5975516449885
78,frozenset({'?a dbo:product ?b'}),frozenset({'?b dbo:product ?a'}),35405.0,35405.0,109.0,0.003078661206044344,8.69555488220405e-08,-1253513916.0,-35513.33352221215
79,frozenset({'?b dbo:product ?a'}),frozenset({'?a dbo:product ?b'}),35405.0,35405.0,109.0,0.003078661206044344,8.69555488220405e-08,-1253513916.0,-35513.33352221215
80,frozenset({'?a dbo:owner.dbo:product ?b'}),frozenset({'?a dbo:product ?b'}),13738.0,35405.0,177.0,0.012883971466006696,3.6390259754290907e-07,-486393713.0,-35866.09778039968
81,frozenset({'?a dbo:product ?b'}),frozenset({'?a dbo:owner.dbo:product ?b'}),35405.0,13738.0,177.0,0.004999293885044485,3.6390259754290907e-07,-486393713.0,-13806.020353128193
82,frozenset({'?a dbo:recordLabel ?b'}),frozenset({'?a dbo:associatedBand.dbo:associatedBand ?b'}),221468.0,246376.0,220.0,0.0009933715028807774,4.03193291100098e-09,-54564399748.0,-246619.98526540355
83,frozenset({'?a dbo:associatedBand.dbo:associatedBand ?b'}),frozenset({'?a dbo:recordLabel ?b'}),246376.0,221468.0,220.0,0.0008929441179335649,4.03193291100098e-09,-54564399748.0,-221664.934399324
84,frozenset({'?a dbo:associatedBand ?b'}),frozenset({'?a dbo:associatedBand.dbo:associatedBand ?b'}),88979.0,246376.0,28519.0,0.32051382910574405,1.3009133564379e-06,-21922261585.0,-362590.1608501489
85,frozenset({'?a dbo:associatedBand.dbo:associatedBand ?b'}),frozenset({'?a dbo:associatedBand ?b'}),246376.0,88979.0,28519.0,0.1157539695424879,1.3009133564379e-06,-21922261585.0,-100625.84047333802
86,frozenset({'?b dbo:associatedBand.dbo:associatedBand ?a'}),frozenset({'?a dbo:associatedBand ?b'}),246376.0,88979.0,10656.0,0.04325096600318213,4.86080603324179e-07,-21922279448.0,-93000.35520108603
87,frozenset({'?a dbo:associatedBand ?b'}),frozenset({'?b dbo:associatedBand.dbo:associatedBand ?a'}),88979.0,246376.0,10656.0,0.11975859472459793,4.86080603324179e-07,-21922279448.0,-279894.8089960803
88,frozenset({'?a dbo:associatedBand.dbo:associatedBand ?b'}),frozenset({'?a dbo:associatedMusicalArtist ?b'}),246376.0,88979.0,28519.0,0.1157539695424879,1.3009133564379e-06,-21922261585.0,-100625.84047333802
89,frozenset({'?a dbo:associatedMusicalArtist ?b'}),frozenset({'?a dbo:associatedBand.dbo:associatedBand ?b'}),88979.0,246376.0,28519.0,0.32051382910574405,1.3009133564379e-06,-21922261585.0,-362590.1608501489
90,frozenset({'?b dbo:associatedBand.dbo:associatedBand ?a'}),frozenset({'?a dbo:associatedMusicalArtist ?b'}),246376.0,88979.0,10656.0,0.04325096600318213,4.86080603324179e-07,-21922279448.0,-93000.35520108603
91,frozenset({'?a dbo:associatedMusicalArtist ?b'}),frozenset({'?b dbo:associatedBand.dbo:associatedBand ?a'}),88979.0,246376.0,10656.0,0.11975859472459793,4.86080603324179e-07,-21922279448.0,-279894.8089960803
92,frozenset({'?a dbo:author.dbo:movement ?b'}),frozenset({'?a dbo:literaryGenre ?b'}),2517.0,24599.0,124.0,0.04926499801350814,2.0027236071998105e-06,-61915559.0,-25872.61429168408
93,frozenset({'?a dbo:literaryGenre ?b'}),frozenset({'?a dbo:author.dbo:movement ?b'}),24599.0,2517.0,124.0,0.005040855319321923,2.0027236071998105e-06,-61915559.0,-2528.7470480081715
94,frozenset({'?a dbo:canton.dbo:neighboringMunicipality ?b'}),frozenset({'?a dbo:neighboringMunicipality ?b'}),1139.0,16595.0,162.0,0.14223002633889376,8.570655398547378e-06,-18901543.0,-19345.51279426817
95,frozenset({'?a dbo:neighboringMunicipality ?b'}),frozenset({'?a dbo:canton.dbo:neighboringMunicipality ?b'}),16595.0,1139.0,162.0,0.009761976498945465,8.57065539854738e-06,-18901543.0,-1149.218645408629
96,frozenset({'?a dbo:neighboringMunicipality ?b'}),frozenset({'?b dbo:canton.dbo:neighboringMunicipality ?a'}),16595.0,1139.0,157.0,0.009460680927990359,8.306128997357646e-06,-18901548.0,-1148.8690838301497
97,frozenset({'?b dbo:canton.dbo:neighboringMunicipality ?a'}),frozenset({'?a dbo:neighboringMunicipality ?b'}),1139.0,16595.0,157.0,0.13784021071115013,8.306128997357646e-06,-18901548.0,-19247.012219959266
98,frozenset({'?a dbo:manufacturer ?b'}),frozenset({'?b dbo:product ?a'}),14492.0,35405.0,112.0,0.007728401876897599,2.1828560590022876e-07,-513089148.0,-35679.74742698192
99,frozenset({'?b dbo:product ?a'}),frozenset({'?a dbo:manufacturer ?b'}),35405.0,14492.0,112.0,0.003163395000706115,2.1828560590022876e-07,-513089148.0,-14536.986229563938
100,frozenset({'?a dbo:regionServed.dbo:largestCity ?b'}),frozenset({'?a dbo:location ?b'}),4214.0,247601.0,227.0,0.053868058851447555,2.17559940595747e-07,-1043390387.0,-261697.1156257838
101,frozenset({'?a dbo:location ?b'}),frozenset({'?a dbo:regionServed.dbo:largestCity ?b'}),247601.0,4214.0,227.0,0.0009167975896704779,2.17559940595747e-07,-1043390387.0,-4216.8660125963115
102,frozenset({'?a dbo:type ?b'}),frozenset({'?a dbo:parentCompany ?b'}),314319.0,8152.0,195.0,0.0006203888406364235,7.610265464136696e-08,-2562328293.0,-8156.0599285632425
103,frozenset({'?a dbo:parentCompany ?b'}),frozenset({'?a dbo:type ?b'}),8152.0,314319.0,195.0,0.023920510304219822,7.610265464136696e-08,-2562328293.0,-322020.90436094004
104,frozenset({'?a dbo:parentCompany.dbo:industry ?b'}),frozenset({'?a dbo:product ?b'}),6539.0,35405.0,171.0,0.026150787582199114,7.386184884112163e-07,-231513124.0,-36354.70414572865
105,frozenset({'?a dbo:product ?b'}),frozenset({'?a dbo:parentCompany.dbo:industry ?b'}),35405.0,6539.0,171.0,0.004829826295720943,7.386184884112162e-07,-231513124.0,-6569.730657887268
106,frozenset({'?a dbo:subsidiary.dbo:product ?b'}),frozenset({'?a dbo:product ?b'}),1790.0,35405.0,451.0,0.2519553072625698,7.116376423176665e-06,-63374499.0,-47328.72292755787
107,frozenset({'?a dbo:product ?b'}),frozenset({'?a dbo:subsidiary.dbo:product ?b'}),35405.0,1790.0,451.0,0.012738313797486231,7.1163764231766655e-06,-63374499.0,-1812.0828803570407
108,frozenset({'?a dbo:relatedMeanOfTransportation.dbo:parentCompany ?b'}),frozenset({'?a dbo:parentCompany ?b'}),766.0,8152.0,159.0,0.20757180156657964,2.546268419609662e-05,-6244273.0,-10286.10543657331
109,frozenset({'?a dbo:parentCompany ?b'}),frozenset({'?a dbo:relatedMeanOfTransportation.dbo:parentCompany ?b'}),8152.0,766.0,159.0,0.01950441609421001,2.546268419609662e-05,-6244273.0,-780.2176904791693
110,frozenset({'?a dbo:subsidiary ?b'}),frozenset({'?b dbo:parentCompany ?a'}),3013.0,8152.0,917.0,0.30434782608695654,3.733412979476896e-05,-24561059.0,-11717.0625
111,frozenset({'?b dbo:parentCompany ?a'}),frozenset({'?a dbo:subsidiary ?b'}),8152.0,3013.0,917.0,0.11248773307163887,3.733412979476896e-05,-24561059.0,-3393.7559087767795
112,frozenset({'?a dbo:distributingCompany.dbo:parentCompany ?b'}),frozenset({'?a dbo:parentCompany ?b'}),700.0,8152.0,156.0,0.22285714285714286,2.7337726061965514e-05,-5706244.0,-10488.41911764706
113,frozenset({'?a dbo:parentCompany ?b'}),frozenset({'?a dbo:distributingCompany.dbo:parentCompany ?b'}),8152.0,700.0,156.0,0.019136408243375858,2.733772606196551e-05,-5706244.0,-712.6373186593296
114,frozenset({'?a dbo:parentCompany.dbo:product ?b'}),frozenset({'?a dbo:product ?b'}),13518.0,35405.0,859.0,0.0635449030921734,1.7948002568047845e-06,-478603931.0,-37806.40429733786
115,frozenset({'?a dbo:product ?b'}),frozenset({'?a dbo:parentCompany.dbo:product ?b'}),35405.0,13518.0,859.0,0.024262109871487077,1.7948002568047845e-06,-478603931.0,-13853.105569385745
116,frozenset({'?a dbo:owningCompany.dbo:product ?b'}),frozenset({'?a dbo:product ?b'}),9845.0,35405.0,177.0,0.01797866937531742,5.078002930466719e-07,-348562048.0,-36052.17004551097
117,frozenset({'?a dbo:product ?b'}),frozenset({'?a dbo:owningCompany.dbo:product ?b'}),35405.0,9845.0,177.0,0.004999293885044485,5.078002930466719e-07,-348562048.0,-9893.460315658
118,frozenset({'?a dbo:manufacturer.dbo:owner ?b'}),frozenset({'?a dbo:parentCompany ?b'}),1097.0,8152.0,116.0,0.105742935278031,1.2971410117520976e-05,-8942628.0,-9114.82874617737
119,frozenset({'?a dbo:parentCompany ?b'}),frozenset({'?a dbo:manufacturer.dbo:owner ?b'}),8152.0,1097.0,116.0,0.01422963689892051,1.2971410117520975e-05,-8942628.0,-1111.8208063713291
120,frozenset({'?a dbo:division ?b'}),frozenset({'?b dbo:parentCompany ?a'}),53213.0,8152.0,153.0,0.0028752372540544603,3.527032941676227e-07,-433792223.0,-8174.503637391632
121,frozenset({'?b dbo:parentCompany ?a'}),frozenset({'?a dbo:division ?b'}),8152.0,53213.0,153.0,0.01876840039254171,3.5270329416762275e-07,-433792223.0,-54229.80672584073
122,frozenset({'?a dbo:occupation.dbo:politicalPartyOfLeader ?b'}),frozenset({'?a dbo:party ?b'}),377.0,47494.0,120.0,0.3183023872679045,6.701949451886649e-06,-17905118.0,-69668.71984435797
123,frozenset({'?a dbo:party ?b'}),frozenset({'?a dbo:occupation.dbo:politicalPartyOfLeader ?b'}),47494.0,377.0,120.0,0.0025266349433612665,6.701949451886649e-06,-17905118.0,-376.9524211592857
124,frozenset({'?a dbo:origin.dbo:isPartOf ?b'}),frozenset({'?a dbo:origin ?b'}),1211.0,16530.0,157.0,0.129644921552436,7.843007958405083e-06,-20017673.0,-18991.099620493358
125,frozenset({'?a dbo:origin ?b'}),frozenset({'?a dbo:origin.dbo:isPartOf ?b'}),16530.0,1211.0,157.0,0.009497882637628553,7.843007958405081e-06,-20017673.0,-1221.6026384901973
126,frozenset({'?a dbo:location ?b'}),frozenset({'?a dbo:channel.dbo:locationCountry ?b'}),247601.0,4416.0,253.0,0.0010218052431129115,2.3138705686433685e-07,-1093405763.0,-4419.515884502805
127,frozenset({'?a dbo:channel.dbo:locationCountry ?b'}),frozenset({'?a dbo:location ?b'}),4416.0,247601.0,253.0,0.057291666666666664,2.3138705686433682e-07,-1093405763.0,-262647.5138121547
128,frozenset({'?a dbo:channel.dbo:locationCountry ?b'}),frozenset({'?a dbo:country ?b'}),4416.0,584947.0,1717.0,0.38881340579710144,6.646985210576368e-07,-2583124235.0,-957066.1489440533
129,frozenset({'?a dbo:country ?b'}),frozenset({'?a dbo:channel.dbo:locationCountry ?b'}),584947.0,4416.0,1717.0,0.0029353086689905238,6.646985210576367e-07,-2583124235.0,-4427.997539564151
130,frozenset({'?a dbo:regionServed.dbo:largestCity ?b'}),frozenset({'?a dbo:locationCity ?b'}),4214.0,17013.0,210.0,0.04983388704318937,2.929165170351459e-06,-71692572.0,-17904.23776223776
131,frozenset({'?a dbo:locationCity ?b'}),frozenset({'?a dbo:regionServed.dbo:largestCity ?b'}),17013.0,4214.0,210.0,0.012343502027861048,2.929165170351459e-06,-71692572.0,-4265.653097661132
132,frozenset({'?a dbo:predecessor.dbo:successor ?b'}),frozenset({'?a dbo:predecessor ?b'}),11479.0,14298.0,108.0,0.009408485059674187,6.580280500541465e-07,-164126634.0,-14432.790695629232
