Assuming 9 as type relation
Loading files... 
  Starting dbpedia3.8.nt
  Finished dbpedia3.8.nt, still running: 0
Loaded 11024066 facts in 1 min, 15 s using 32670 MB
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 32 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  <dbo:developer>  ?b   => ?a  <dbo:designer>  ?b	0.043222004	0.01596903	0.132088059	396	24798	2998	-1
?a  <dbo:publisher>  ?b   => ?a  <dbo:designer>  ?b	0.013425016	0.00261992	0.036080962	123	46948	3409	-1
?a  <dbo:manufacturer>  ?b   => ?a  <dbo:designer>  ?b	0.016262825	0.010281535	0.052152608	149	14492	2857	-1
?a  <dbo:owner>  ?b   => ?a  <dbo:owningCompany>  ?b	0.283389687	0.072054162	1	2682	37222	2682	-1
?b  <dbo:subsidiary>  ?a   => ?a  <dbo:owningCompany>  ?b	0.013841927	0.043478261	0.609302326	131	3013	215	-1
?a  <dbo:foundedBy>  ?b   => ?a  <dbo:owningCompany>  ?b	0.021132713	0.023504525	0.305343511	200	8509	655	-1
?a  <dbo:keyPerson>  ?b   => ?a  <dbo:owningCompany>  ?b	0.017962806	0.006320877	0.103406326	170	26895	1644	-1
?a  <dbo:broadcastNetwork>  ?b   => ?a  <dbo:owningCompany>  ?b	0.038672866	0.033170201	0.13560578	366	11034	2699	-1
?a  <dbo:parentCompany>  ?b   => ?a  <dbo:owningCompany>  ?b	0.017540152	0.020363101	0.331337325	166	8152	501	-1
?b  <dbo:tenant>  ?a   => ?a  <dbo:homeArena>  ?b	0.28411215	0.012195122	0.817204301	152	12464	186	-1
?a  <dbo:manager>  ?b   => ?a  <dbo:chairman>  ?b	0.021184778	0.010158014	0.021664995	108	10632	4985	-1
?a  <dbo:arrondissement>  ?b   => ?a  <dbo:intercommunality>  ?b	0.01634249	0.013931624	0.019743217	163	11700	8256	-1
?a  <dbo:writer>  ?b   => ?a  <dbo:narrator>  ?b	0.052118172	0.001416463	0.096690796	187	132019	1934	-1
?a  <dbo:director>  ?b   => ?a  <dbo:narrator>  ?b	0.059364548	0.002833766	0.100093985	213	75165	2128	-1
?a  <dbo:starring>  ?b   => ?a  <dbo:narrator>  ?b	0.167781494	0.002347308	0.083402605	602	256464	7218	-1
?a  <dbo:producer>  ?b   => ?a  <dbo:narrator>  ?b	0.034559643	0.000645975	0.05151641	124	191958	2407	-1
?a  <dbo:tenant>  ?b   => ?a  <dbo:operator>  ?b	0.106237149	0.074614891	0.2143351	930	12464	4339	-1
?b  <dbo:ground>  ?a   => ?a  <dbo:operator>  ?b	0.04283756	0.012257706	0.245579568	375	30593	1527	-1
?a  <dbo:owner>  ?b   => ?a  <dbo:operator>  ?b	0.267649075	0.062946644	0.586189642	2343	37222	3997	-1
?a  <dbo:location>  ?b   => ?a  <dbo:operator>  ?b	0.042951793	0.001518572	0.052913031	376	247601	7106	-1
?a  <dbo:department>  ?b   => ?a  <dbo:arrondissement>  ?b	0.008632479	0.002768564	0.009113056	101	36481	11083	-1
?b  <dbo:highestPlace>  ?a   => ?a  <dbo:mountainRange>  ?b	0.040905679	0.394451146	0.717105263	327	829	456	-1
?a  <dbo:region>  ?b   => ?a  <dbo:sourceRegion>  ?b	0.257594168	0.003255078	0.422310757	212	65129	502	-1
?a  <dbo:mouthRegion>  ?b   => ?a  <dbo:sourceRegion>  ?b	0.256379101	0.321156773	0.429735234	211	657	491	-1
?a  <dbo:district>  ?b   => ?a  <dbo:sourceRegion>  ?b	0.204131227	0.002711252	0.4	168	61964	420	-1
?a  <dbo:canton>  ?b   => ?a  <dbo:arrondissement>  ?b	0.011880342	0.012288922	0.016868932	139	11311	8240	-1
?a  <dbo:intercommunality>  ?b   => ?a  <dbo:arrondissement>  ?b	0.013931624	0.01634249	0.019549053	163	9974	8338	-1
?b  <dbo:residence>  ?a   => ?a  <dbo:leaderName>  ?b	0.022419628	0.010318741	0.019592311	371	35954	18936	-1
?b  <dbo:birthPlace>  ?a   => ?a  <dbo:leaderName>  ?b	0.044899686	0.000966493	0.001833961	743	768759	405134	-1
?a  <dbo:isPartOf>  ?b   => ?a  <dbo:leaderName>  ?b	0.018008219	0.000546649	0.017566612	298	545140	16964	-1
?a  <dbo:city>  ?b   => ?a  <dbo:routeJunction>  ?b	0.022891276	0.006746299	0.020899674	571	84639	27321	-2
?b  <dbo:routeStart>  ?a   => ?a  <dbo:routeJunction>  ?b	0.019804362	0.025586575	0.132085561	494	19307	3740	-2
?a  <dbo:county>  ?b   => ?a  <dbo:routeJunction>  ?b	0.00797787	0.009872991	0.281869688	199	20156	706	-2
?b  <dbo:routeEnd>  ?a   => ?a  <dbo:routeJunction>  ?b	0.015755292	0.020624508	0.106187517	393	19055	3701	-2
?b  <dbo:routeJunction>  ?a   => ?a  <dbo:routeJunction>  ?b	0.121111289	0.121111289	0.277181393	3021	24944	10899	-2
?a  <dbo:routeStart>  ?b   => ?a  <dbo:routeJunction>  ?b	0.066428801	0.085823794	0.214442863	1657	19307	7727	-2
?a  <dbo:routeEnd>  ?b   => ?a  <dbo:routeJunction>  ?b	0.065186017	0.085331934	0.220953934	1626	19055	7359	-2
?b  <dbo:inflow>  ?a   => ?a  <dbo:riverMouth>  ?b	0.013375874	0.076814658	0.198723792	218	2838	1097	-1
?b  <dbo:source>  ?a   => ?a  <dbo:riverMouth>  ?b	0.008528654	0.092113983	0.661904762	139	1509	210	-1
?a  <dbo:musicComposer>  ?b   => ?a  <dbo:editing>  ?b	0.006753039	0.003410641	0.008347762	135	39582	16172	-1
?a  <dbo:cinematography>  ?b   => ?a  <dbo:editing>  ?b	0.028712921	0.022392135	0.037847817	574	25634	15166	-1
?a  <dbo:writer>  ?b   => ?a  <dbo:editing>  ?b	0.083787704	0.012687568	0.05925428	1675	132019	28268	-1
?a  <dbo:starring>  ?b   => ?a  <dbo:editing>  ?b	0.015206843	0.001185352	0.004670528	304	256464	65089	-1
?a  <dbo:director>  ?b   => ?a  <dbo:editing>  ?b	0.113351008	0.03014701	0.121886935	2266	75165	18591	-1
?a  <dbo:producer>  ?b   => ?a  <dbo:editing>  ?b	0.059826922	0.00623053	0.049914444	1196	191958	23961	-1
?b  <dbo:sourcePlace>  ?a   => ?a  <dbo:riverMouth>  ?b	0.020738741	0.072532189	0.974063401	338	4660	347	-1
?b  <dbo:sourceMountain>  ?a   => ?a  <dbo:riverMouth>  ?b	0.020738741	0.072532189	0.974063401	338	4660	347	-1
?b  <dbo:leftTributary>  ?a   => ?a  <dbo:riverMouth>  ?b	0.209596269	0.816834051	0.971558589	3416	4182	3516	-1
?b  <dbo:rightTributary>  ?a   => ?a  <dbo:riverMouth>  ?b	0.209596269	0.829931973	0.973219373	3416	4116	3510	-1
?a  <dbo:origin>  ?b   => ?a  <dbo:riverMouth>  ?b	0.010001227	0.009860859	0.041784158	163	16530	3901	-1
?a  <dbo:sourceCountry>  ?b   => ?a  <dbo:riverMouth>  ?b	0.006933366	0.008837791	0.023704636	113	12786	4767	-1
?a  <dbo:formerTeam>  ?b   => ?a  <dbo:debutTeam>  ?b	0.671836944	0.062728154	0.356142974	5241	83551	14716	-1
?a  <dbo:team>  ?b   => ?a  <dbo:debutTeam>  ?b	0.200487117	0.002004784	0.343736264	1564	780134	4550	-1
?b  <dbo:neighboringMunicipality>  ?a   => ?a  <dbo:neighboringMunicipality>  ?b	0.898945466	0.898945466	0.916113977	14918	16595	16284	-2
?b  <dbo:formerBandMember>  ?a   => ?a  <dbo:formerBandMember>  ?b	0.022269353	0.022269353	0.22923588	483	21689	2107	-2
?a  <dbo:bandMember>  ?b   => ?a  <dbo:formerBandMember>  ?b	0.009958965	0.007793895	0.035357669	216	27714	6109	-2
?a  <dbo:associatedBand>  ?b   => ?a  <dbo:formerBandMember>  ?b	0.028401494	0.006922982	0.052939154	616	88979	11636	-2
?a  <dbo:associatedMusicalArtist>  ?b   => ?a  <dbo:formerBandMember>  ?b	0.028401494	0.006922982	0.052939154	616	88979	11636	-2
?b  <dbo:associatedBand>  ?a   => ?a  <dbo:formerBandMember>  ?b	0.323712481	0.078906259	0.302459829	7021	88979	23213	-2
?b  <dbo:associatedMusicalArtist>  ?a   => ?a  <dbo:formerBandMember>  ?b	0.323712481	0.078906259	0.302459829	7021	88979	23213	-2
?a  <dbo:designer>  ?b   => ?a  <dbo:designCompany>  ?b	1	0.113294041	1	1038	9162	1038	-1
?a  <dbo:homeStadium>  ?b   => ?a  <dbo:ground>  ?b	0.078057072	0.99128269	0.996661102	2388	2409	2396	-2
?b  <dbo:operator>  ?a   => ?a  <dbo:ground>  ?b	0.012257706	0.04283756	0.576036866	375	8754	651	-2
?b  <dbo:tenant>  ?a   => ?a  <dbo:ground>  ?b	0.092602883	0.227294608	0.602765957	2833	12464	4700	-2
?b  <dbo:owner>  ?a   => ?a  <dbo:ground>  ?b	0.013205635	0.010853796	0.30239521	404	37222	1336	-2
?b  <dbo:outflow>  ?a   => ?a  <dbo:source>  ?b	0.096090126	0.05221462	0.27831094	145	2777	521	-1
?b  <dbo:riverMouth>  ?a   => ?a  <dbo:source>  ?b	0.092113983	0.008528654	0.075013492	139	16298	1853	-1
?a  <dbo:formerTeam>  ?b   => ?a  <dbo:draftTeam>  ?b	0.366408935	0.030628	0.150635743	2559	83551	16988	-1
?a  <dbo:team>  ?b   => ?a  <dbo:draftTeam>  ?b	0.108104238	0.000967782	0.254723347	755	780134	2964	-1
?a  <dbo:country>  ?b   => ?a  <dbo:builder>  ?b	0.004526556	0.00023079	0.046728972	135	584947	2889	-1
?a  <dbo:previousWork>  ?b   => ?a  <dbo:album>  ?b	0.012775227	0.001744499	0.020454331	217	124391	10609	-1
?a  <dbo:musicalArtist>  ?b   => ?a  <dbo:album>  ?b	0.008242082	0.003252561	0.009997144	140	43043	14004	-1
?a  <dbo:subsequentWork>  ?b   => ?a  <dbo:album>  ?b	0.016601907	0.00224349	0.026806084	282	125697	10520	-1
?a  <dbo:musicalBand>  ?b   => ?a  <dbo:album>  ?b	0.008242082	0.003252561	0.009997144	140	43043	14004	-1
?a  <dbo:firstAppearance>  ?b   => ?a  <dbo:series>  ?b	0.007699604	0.046046046	0.081415929	138	2997	1695	-1
?a  <dbo:author>  ?b   => ?a  <dbo:series>  ?b	0.009819785	0.00501596	0.029993183	176	35088	5868	-1
?a  <dbo:commandStructure>  ?b   => ?a  <dbo:militaryBranch>  ?b	0.004416203	0.020917983	0.025181159	139	6645	5520	-1
?a  <dbo:sourceMountain>  ?b   => ?a  <dbo:sourcePlace>  ?b	1	1	1	4660	4660	4660	-1
?b  <dbo:riverMouth>  ?a   => ?a  <dbo:sourcePlace>  ?b	0.072532189	0.020738741	0.054105971	338	16298	6247	-1
?a  <dbo:rightTributary>  ?b   => ?a  <dbo:sourcePlace>  ?b	0.034978541	0.039601555	0.081663327	163	4116	1996	-1
?a  <dbo:leftTributary>  ?b   => ?a  <dbo:sourcePlace>  ?b	0.034763948	0.038737446	0.079450711	162	4182	2039	-1
?a  <dbo:city>  ?b   => ?a  <dbo:sourcePlace>  ?b	0.032832618	0.001807677	0.058936826	153	84639	2596	-1
?b  <dbo:sisterStation>  ?a   => ?a  <dbo:sisterStation>  ?b	0.743813033	0.743813033	0.821698734	19987	26871	24324	-2
?a  <dbo:company>  ?b   => ?a  <dbo:network>  ?b	0.014703378	0.037519919	0.07097835	259	6903	3649	-1
?a  <dbo:developer>  ?b   => ?a  <dbo:network>  ?b	0.00857224	0.006089201	0.125311203	151	24798	1205	-1
?a  <dbo:creator>  ?b   => ?a  <dbo:network>  ?b	0.035197275	0.027930444	0.078036501	620	22198	7945	-1
?a  <dbo:distributor>  ?b   => ?a  <dbo:network>  ?b	0.006642066	0.002990645	0.099914603	117	39122	1171	-1
?a  <dbo:publisher>  ?b   => ?a  <dbo:computingPlatform>  ?b	0.002464805	0.002215217	0.005989058	104	46948	17365	-1
?a  <dbo:computingMedia>  ?b   => ?a  <dbo:computingPlatform>  ?b	0.006470114	0.021518089	0.021718377	273	12687	12570	-1
?b  <dbo:manager>  ?a   => ?a  <dbo:managerClub>  ?b	0.04235478	0.152934537	0.21972973	1626	10632	7400	-1
?a  <dbo:developer>  ?b   => ?a  <dbo:computingPlatform>  ?b	0.003602408	0.006129527	0.008143584	152	24798	18665	-1
?a  <dbo:team>  ?b   => ?a  <dbo:managerClub>  ?b	0.2958062	0.014556474	0.18222372	11356	780134	62319	-1
?b  <dbo:crewMember>  ?a   => ?a  <dbo:mission>  ?b	0.137595552	0.920930233	0.956521739	198	215	207	-1
?a  <dbo:deathPlace>  ?b   => ?a  <dbo:majorShrine>  ?b	0.251018745	0.001541727	0.004945487	308	199776	62279	-2
?a  <dbo:birthPlace>  ?b   => ?a  <dbo:majorShrine>  ?b	0.123064385	0.00019642	0.00069846	151	768759	216190	-2
?a  <dbo:knownFor>  ?b   => ?a  <dbo:field>  ?b	0.017548955	0.017640435	0.043438078	423	23979	9738	-1
?a  <dbo:season>  ?b   => ?a  <dbo:league>  ?b	0.00998512	0.03861881	0.040437678	255	6603	6306	-1
?b  <dbo:notableStudent>  ?a   => ?a  <dbo:academicAdvisor>  ?b	0.223684211	0.186228482	0.459459459	119	639	259	-2
?b  <dbo:mission>  ?a   => ?a  <dbo:crewMember>  ?b	0.920930233	0.137595552	0.349823322	198	1439	566	-2
?a  <dbo:formerTeam>  ?b   => ?a  <dbo:league>  ?b	0.009906806	0.003028091	0.019031142	253	83551	13294	-1
?a  <dbo:sourceMountain>  ?b   => ?a  <dbo:rightTributary>  ?b	0.039601555	0.034978541	1	163	4660	163	-2
?a  <dbo:sourcePlace>  ?b   => ?a  <dbo:rightTributary>  ?b	0.039601555	0.034978541	1	163	4660	163	-2
?a  <dbo:previousEvent>  ?b   => ?a  <dbo:followingEvent>  ?b	0.035864297	0.036345776	0.037474679	111	3054	2962	-1
?b  <dbo:previousEvent>  ?a   => ?a  <dbo:followingEvent>  ?b	0.795153473	0.805828422	0.926232593	2461	3054	2657	-1
?b  <dbo:riverMouth>  ?a   => ?a  <dbo:rightTributary>  ?b	0.829931973	0.209596269	0.969903464	3416	16298	3522	-2
?a  <dbo:child>  ?b   => ?a  <dbo:spouse>  ?b	0.006161797	0.01585475	0.133333333	124	7821	930	-2
?b  <dbo:spouse>  ?a   => ?a  <dbo:spouse>  ?b	0.522858279	0.522858279	0.907694962	10522	20124	11592	-2
?a  <dbo:channel>  ?b   => ?a  <dbo:company>  ?b	0.029407504	0.025480105	0.07441349	203	7967	2728	-1
?a  <dbo:executiveProducer>  ?b   => ?a  <dbo:company>  ?b	0.020281037	0.019083969	0.042245021	140	7336	3314	-1
?a  <dbo:creator>  ?b   => ?a  <dbo:company>  ?b	0.033753441	0.010496441	0.080734581	233	22198	2886	-1
?a  <dbo:network>  ?b   => ?a  <dbo:company>  ?b	0.037519919	0.014703378	0.079156479	259	17615	3272	-1
?a  <dbo:distributor>  ?b   => ?a  <dbo:company>  ?b	0.038099377	0.00672256	0.182259182	263	39122	1443	-1
?b  <dbo:riverMouth>  ?a   => ?a  <dbo:inflow>  ?b	0.076814658	0.013375874	0.257988166	218	16298	845	-2
?a  <dbo:outflow>  ?b   => ?a  <dbo:inflow>  ?b	0.434460888	0.444004321	0.760641579	1233	2777	1621	-2
?b  <dbo:party>  ?a   => ?a  <dbo:leader>  ?b	0.151346539	0.014317598	0.061790095	680	47494	11005	-1
?a  <dbo:endingTheme>  ?b   => ?a  <dbo:openingTheme>  ?b	0.067454268	0.30464716	0.443609023	177	581	399	-1
?a  <dbo:composer>  ?b   => ?a  <dbo:openingTheme>  ?b	0.040777439	0.013432086	0.110195675	107	7966	971	-1
?a  <dbo:starring>  ?b   => ?a  <dbo:openingTheme>  ?b	0.129954268	0.001329621	0.039047292	341	256464	8733	-1
?a  <dbo:company>  ?b   => ?a  <dbo:distributor>  ?b	0.00672256	0.038099377	0.144505495	263	6903	1820	-1
?a  <dbo:channel>  ?b   => ?a  <dbo:distributor>  ?b	0.003450744	0.016944898	0.136639676	135	7967	988	-1
?a  <dbo:network>  ?b   => ?a  <dbo:distributor>  ?b	0.002990645	0.006642066	0.09234412	117	17615	1267	-1
?a  <dbo:developer>  ?b   => ?a  <dbo:distributor>  ?b	0.005648995	0.008912009	0.165048544	221	24798	1339	-1
