Assuming 9 as type relation
Loading files... 
  Starting yago2s.tsv
  Finished yago2s.tsv, still running: 0
Loaded 4122426 facts in 40.77 s using 33699 MB
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 32 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  <isLeaderOf>  ?b   => ?a  <livesIn>  ?b	0.015142399	0.045896657	0.170943396	453	9870	2650	-1
?a  <created>  ?b   => ?a  <directed>  ?b	0.233104873	0.035430598	0.301768006	9251	261102	30656	-2
?a  <actedIn>  ?b   => ?a  <directed>  ?b	0.026230913	0.008632413	0.011278073	1041	120592	92303	-2
?a  <diedIn>  ?b   => ?a  <livesIn>  ?b	0.017515711	0.011639013	0.388724036	524	45021	1348	-1
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	0.063979142	0.011847285	0.221322849	1914	161556	8648	-1
?a  <isCitizenOf>  ?b   => ?a  <livesIn>  ?b	0.069260596	0.047565483	0.390574929	2072	43561	5305	-1
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	0.999831636	0.999831636	0.999915811	23754	23758	23756	-2
?a  <livesIn>  ?b   => ?a  <isCitizenOf>  ?b	0.047565483	0.069260596	0.278719397	2072	29916	7434	-1
?a  <livesIn>  ?b   => ?a  <diedIn>  ?b	0.011639013	0.017515711	0.258255298	524	29916	2029	-1
?a  <wroteMusicFor>  ?b   => ?a  <actedIn>  ?b	0.001160939	0.006255865	0.007325624	140	22379	19111	-2
?a  <directed>  ?b   => ?a  <actedIn>  ?b	0.008632413	0.026230913	0.03451706	1041	39686	30159	-2
?a  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	0.108593767	0.030261953	0.228063628	4889	161556	21437	-1
?a  <isLeaderOf>  ?b   => ?a  <wasBornIn>  ?b	0.001194632	0.019554205	0.067790657	193	9870	2847	-1
?a  <livesIn>  ?b   => ?a  <wasBornIn>  ?b	0.011847285	0.063979142	0.16097561	1914	29916	11890	-1
?a  <created>  ?b   => ?a  <actedIn>  ?b	0.010572841	0.004883149	0.043935217	1275	261102	29020	-2
?a  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	0.030261953	0.108593767	0.22814877	4889	45021	21429	-1
?a  <owns>  ?b   => ?a  <created>  ?b	0.001501329	0.01700577	0.231815494	392	23051	1691	-2
?a  <wroteMusicFor>  ?b   => ?a  <created>  ?b	0.004879319	0.05692837	0.099360474	1274	22379	12822	-2
?a  <directed>  ?b   => ?a  <created>  ?b	0.035430598	0.233104873	0.392707051	9251	39686	23557	-2
?a  <actedIn>  ?b   => ?a  <created>  ?b	0.004883149	0.010572841	0.018512872	1275	120592	68871	-2
?a  <isLeaderOf>  ?b   => ?a  <isAffiliatedTo>  ?b	0.000497792	0.021175279	0.038124772	209	9870	5482	-1
?a  <isAffiliatedTo>  ?b   => ?a  <created>  ?b	0.000386822	0.00024056	0.021227406	101	419854	4758	-2
?a  <created>  ?b   => ?a  <isAffiliatedTo>  ?b	0.00024056	0.000386822	0.077812018	101	261102	1298	-1
?a  <isAffiliatedTo>  ?b   => ?a  <playsFor>  ?b	0.999991338	0.824862929	0.967279918	346322	419854	358037	-1
?b  <owns>  ?a   => ?a  <isLocatedIn>  ?b	0.000603101	0.030888031	0.050332249	712	23051	14146	-1
?b  <hasCapital>  ?a   => ?a  <isLocatedIn>  ?b	0.00049129	0.318331504	0.345443716	580	1822	1679	-1
?a  <playsFor>  ?b   => ?a  <isAffiliatedTo>  ?b	0.824862929	0.999991338	0.999991338	346322	346325	346325	-1
?b  <isLocatedIn>  ?a   => ?a  <isLocatedIn>  ?b	0.001580598	0.001580598	0.001984766	1866	1180566	940161	-1
?b  <exports>  ?h  ?a  <imports>  ?h   => ?a  <dealsWith>  ?b	0.224489796	0.057591623	0.076952973	198	3438	2573	-1
?a  <imports>  ?h  ?b  <imports>  ?h   => ?a  <dealsWith>  ?b	0.302721088	0.032438343	0.042815908	267	8231	6236	-1
?a  <exports>  ?h  ?b  <exports>  ?h   => ?a  <dealsWith>  ?b	0.185941043	0.040684694	0.054794521	164	4031	2993	-1
?a  <dealsWith>  ?h  ?h  <exports>  ?b   => ?a  <imports>  ?b	0.320512821	0.059894586	0.075483092	125	2087	1656	-1
?a  <exports>  ?h  ?b  <imports>  ?h   => ?a  <dealsWith>  ?b	0.146258503	0.037521815	0.049444232	129	3438	2609	-1
?a  <dealsWith>  ?h  ?h  <exports>  ?b   => ?a  <exports>  ?b	0.211438475	0.058457115	0.058457115	122	2087	2087	-2
?a  <dealsWith>  ?h  ?h  <imports>  ?b   => ?a  <imports>  ?b	0.415384615	0.103119032	0.129392971	162	1571	1252	-1
?g  <dealsWith>  ?a  ?g  <dealsWith>  ?b   => ?a  <dealsWith>  ?b	0.412698413	0.15255658	0.232439336	364	2386	1566	-1
?g  <dealsWith>  ?a  ?g  <exports>  ?b   => ?a  <exports>  ?b	0.183708839	0.05535248	0.05535248	106	1915	1915	-2
?h  <dealsWith>  ?b  ?a  <dealsWith>  ?h   => ?a  <dealsWith>  ?b	0.688208617	0.30153999	0.30153999	607	2013	2013	-1
?a  <dealsWith>  ?h  ?b  <dealsWith>  ?h   => ?a  <dealsWith>  ?b	0.594104308	0.04326288	0.04326288	524	12112	12112	-1
?a  <holdsPoliticalPosition>  ?h  ?h  <isPoliticianOf>  ?b   => ?a  <isPoliticianOf>  ?b	0.246465724	0.979851538	1	924	943	924	-1
?a  <hasAcademicAdvisor>  ?h  ?h  <worksAt>  ?b   => ?a  <worksAt>  ?b	0.026076834	0.105263158	0.201077199	112	1064	557	-1
?g  <graduatedFrom>  ?b  ?g  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	0.056577416	0.156976744	0.400990099	243	1548	606	-1
?a  <dealsWith>  ?h  ?b  <happenedIn>  ?h   => ?a  <participatedIn>  ?b	0.014035788	0.004499414	0.005080787	211	46895	41529	-2
?a  <worksAt>  ?h  ?b  <worksAt>  ?h   => ?a  <hasAcademicAdvisor>  ?b	0.039032815	0.001044913	0.002986495	113	108143	37837	-1
?a  <happenedIn>  ?h  ?b  <hasCapital>  ?h   => ?a  <happenedIn>  ?b	0.014163052	0.118694362	0.118694362	160	1348	1348	-1
?g  <happenedIn>  ?a  ?b  <participatedIn>  ?g   => ?a  <dealsWith>  ?b	0.160997732	0.009381607	0.056148675	142	15136	2529	-1
?a  <isPoliticianOf>  ?h  ?b  <isPoliticianOf>  ?h   => ?a  <holdsPoliticalPosition>  ?b	0.184635862	0.002822592	0.010735213	971	344010	90450	-1
?a  <dealsWith>  ?h  ?h  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	0.077496175	0.007523021	0.007523021	1165	154858	154858	-2
?g  <dealsWith>  ?a  ?g  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	0.0743032	0.066153391	0.066153391	1117	16885	16885	-2
?a  <participatedIn>  ?h  ?b  <participatedIn>  ?h   => ?a  <dealsWith>  ?b	0.429705215	0.013413555	0.070590427	379	28255	5369	-1
?g  <dealsWith>  ?a  ?b  <happenedIn>  ?g   => ?a  <participatedIn>  ?b	0.034590567	0.035697124	0.040204113	520	14567	12934	-2
?g  <dealsWith>  ?b  ?a  <happenedIn>  ?g   => ?a  <happenedIn>  ?b	0.010356732	0.008031853	0.008031853	117	14567	14567	-1
?b  <dealsWith>  ?h  ?a  <happenedIn>  ?h   => ?a  <happenedIn>  ?b	0.009383022	0.002260369	0.002260369	106	46895	46895	-1
?b  <dealsWith>  ?h  ?h  <participatedIn>  ?a   => ?a  <happenedIn>  ?b	0.039479508	0.002880058	0.003393545	446	154858	131426	-1
?g  <dealsWith>  ?b  ?g  <participatedIn>  ?a   => ?a  <happenedIn>  ?b	0.017526777	0.011726384	0.014300159	198	16885	13846	-1
?a  <happenedIn>  ?g  ?g  <hasCapital>  ?b   => ?a  <happenedIn>  ?b	0.013897495	0.039035306	0.039035306	157	4022	4022	-1
?a  <diedIn>  ?h  ?b  <hasCapital>  ?h   => ?a  <isPoliticianOf>  ?b	0.044545212	0.004239439	0.485465116	167	39392	344	-1
?g  <livesIn>  ?a  ?g  <livesIn>  ?b   => ?a  <hasCapital>  ?b	0.079582876	0.00810962	0.039868023	145	17880	3637	-1
?g  <isLocatedIn>  ?b  ?g  <participatedIn>  ?a   => ?a  <happenedIn>  ?b	0.026998318	0.03582335	0.042903362	305	8514	7109	-1
?g  <isLocatedIn>  ?a  ?g  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	0.013570146	0.023960536	0.023960536	204	8514	8514	-2
?h  <isLocatedIn>  ?b  ?a  <livesIn>  ?h   => ?a  <isPoliticianOf>  ?b	0.070152041	0.004905435	0.303344867	263	53614	867	-1
?a  <graduatedFrom>  ?h  ?h  <isLocatedIn>  ?b   => ?a  <isPoliticianOf>  ?b	0.074953321	0.004949797	0.179552716	281	56770	1565	-1
?a  <happenedIn>  ?g  ?g  <isLocatedIn>  ?b   => ?a  <happenedIn>  ?b	0.161016199	0.144940239	0.144940239	1819	12550	12550	-1
?a  <graduatedFrom>  ?h  ?b  <graduatedFrom>  ?h   => ?a  <hasAcademicAdvisor>  ?b	0.080138169	0.000091896	0.000840802	232	2524589	275927	-1
?a  <graduatedFrom>  ?h  ?b  <worksAt>  ?h   => ?a  <hasAcademicAdvisor>  ?b	0.107081174	0.000725314	0.005115258	310	427401	60603	-1
?a  <livesIn>  ?h  ?b  <livesIn>  ?h   => ?a  <hasAcademicAdvisor>  ?b	0.052849741	0.000029968	0.000281341	153	5105518	543824	-1
?b  <happenedIn>  ?g  ?g  <isLocatedIn>  ?a   => ?a  <participatedIn>  ?b	0.059203087	0.070916335	0.083599474	890	12550	10646	-2
?a  <graduatedFrom>  ?h  ?h  <isLocatedIn>  ?b   => ?a  <isLeaderOf>  ?b	0.02077001	0.003611062	0.089833479	205	56770	2282	-1
?a  <isLeaderOf>  ?g  ?g  <isLocatedIn>  ?b   => ?a  <isLeaderOf>  ?b	0.028267477	0.024953045	0.024953045	279	11181	11181	-1
?a  <isLeaderOf>  ?h  ?b  <isLocatedIn>  ?h   => ?a  <isLeaderOf>  ?b	0.07112462	0.000575081	0.000575081	702	1220697	1220697	-1
?a  <diedIn>  ?h  ?h  <isLocatedIn>  ?b   => ?a  <isPoliticianOf>  ?b	0.239263804	0.007571026	0.268965517	897	118478	3335	-1
?b  <happenedIn>  ?h  ?a  <isLocatedIn>  ?h   => ?a  <participatedIn>  ?b	0.024346438	0.000030507	0.000037088	366	11997288	9868289	-2
?a  <diedIn>  ?h  ?b  <isLocatedIn>  ?h   => ?a  <worksAt>  ?b	0.054481956	0.000020192	0.001310939	234	11588480	178498	-1
?a  <happenedIn>  ?h  ?b  <isLocatedIn>  ?h   => ?a  <happenedIn>  ?b	0.16951403	0.000159619	0.000159619	1915	11997288	11997288	-1
?a  <diedIn>  ?h  ?b  <diedIn>  ?h   => ?a  <influences>  ?b	0.010670007	0.000024404	0.000533211	247	10121266	463231	-2
?a  <isAffiliatedTo>  ?h  ?h  <isLocatedIn>  ?b   => ?a  <isLeaderOf>  ?b	0.015906788	0.002411415	0.058083611	157	65107	2703	-1
?a  <influences>  ?h  ?b  <influences>  ?h   => ?a  <influences>  ?b	0.152187999	0.032248615	0.046521148	3523	109245	75729	-2
?a  <isCitizenOf>  ?h  ?b  <livesIn>  ?h   => ?a  <hasAcademicAdvisor>  ?b	0.058376511	0.00000478	0.00016617	169	35355416	1017029	-1
?b  <diedIn>  ?h  ?a  <wasBornIn>  ?h   => ?a  <influences>  ?b	0.005572595	0.000006932	0.000154696	129	18608440	833892	-2
?a  <livesIn>  ?h  ?b  <livesIn>  ?h   => ?a  <hasChild>  ?b	0.007541377	0.000022133	0.001020427	113	5105518	110738	-2
?b  <isCitizenOf>  ?h  ?a  <livesIn>  ?h   => ?a  <hasAcademicAdvisor>  ?b	0.056303972	0.00000461	0.000033725	163	35355416	4833269	-1
?a  <created>  ?h  ?b  <created>  ?h   => ?a  <influences>  ?b	0.005227008	0.000634475	0.015361178	121	190709	7877	-2
?h  <hasChild>  ?b  ?a  <isMarriedTo>  ?h   => ?a  <hasChild>  ?b	0.380672718	0.540100369	0.540100369	5704	10561	10561	-2
?g  <hasChild>  ?b  ?g  <isMarriedTo>  ?a   => ?a  <hasChild>  ?b	0.380672718	0.539998107	0.539998107	5704	10563	10563	-2
?g  <influences>  ?b  ?a  <influences>  ?g   => ?a  <influences>  ?b	0.209598687	0.042883405	0.042883405	4852	113144	113144	-2
?a  <diedIn>  ?h  ?b  <wasBornIn>  ?h   => ?a  <influences>  ?b	0.007732515	0.000009619	0.000365478	179	18608440	489769	-2
?h  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?h   => ?a  <isPoliticianOf>  ?b	0.16591091	0.001509643	0.205551884	622	412018	3026	-1
?h  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?h   => ?a  <isLeaderOf>  ?b	0.016008105	0.000383478	0.043454345	158	412018	3636	-1
?g  <influences>  ?a  ?g  <influences>  ?b   => ?a  <influences>  ?b	0.215084885	0.014175936	0.014175936	4979	351229	351229	-2
?b  <dealsWith>  ?h  ?a  <isConnectedTo>  ?h   => ?a  <isConnectedTo>  ?b	0.004439397	0.043773329	0.126594701	129	2947	1019	-2
?g  <owns>  ?b  ?a  <owns>  ?g   => ?a  <owns>  ?b	0.007591862	0.048732943	0.048732943	175	3591	3591	-2
?g  <dealsWith>  ?b  ?a  <isConnectedTo>  ?g   => ?a  <isConnectedTo>  ?b	0.003957602	0.049934868	0.135135135	115	2303	851	-2
?a  <hasWonPrize>  ?h  ?b  <hasWonPrize>  ?h   => ?a  <hasAcademicAdvisor>  ?b	0.057685665	0.00000442	0.001106811	167	37781100	150884	-1
?a  <hasAcademicAdvisor>  ?h  ?h  <worksAt>  ?b   => ?a  <graduatedFrom>  ?b	0.011681887	0.288533835	0.430575035	307	1064	713	-1
?g  <owns>  ?a  ?g  <owns>  ?b   => ?a  <owns>  ?b	0.00672422	0.000094219	0.000094219	155	1645106	1645106	-2
?h  <graduatedFrom>  ?b  ?a  <hasAcademicAdvisor>  ?h   => ?a  <graduatedFrom>  ?b	0.008751903	0.145018916	0.224390244	230	1586	1025	-1
?a  <diedIn>  ?h  ?b  <diedIn>  ?h   => ?a  <hasChild>  ?b	0.015616658	0.00002312	0.000556029	234	10121266	420841	-2
?a  <isLeaderOf>  ?h  ?b  <isLocatedIn>  ?h   => ?a  <graduatedFrom>  ?b	0.007724505	0.000166298	0.000279936	203	1220697	725165	-1
?g  <graduatedFrom>  ?b  ?g  <hasAcademicAdvisor>  ?a   => ?a  <graduatedFrom>  ?b	0.006430746	0.109173127	0.199527745	169	1548	847	-1
?a  <diedIn>  ?h  ?b  <wasBornIn>  ?h   => ?a  <hasChild>  ?b	0.036171917	0.000029127	0.000810985	542	18608440	668323	-2
?b  <isConnectedTo>  ?h  ?a  <isLocatedIn>  ?h   => ?a  <isConnectedTo>  ?b	0.014144126	0.000288493	0.000341543	411	1424646	1203362	-2
?b  <diedIn>  ?h  ?a  <wasBornIn>  ?h   => ?a  <hasChild>  ?b	0.006673785	0.000005374	0.000138318	100	18608440	722971	-2
?b  <isLocatedIn>  ?h  ?a  <wasBornIn>  ?h   => ?a  <worksAt>  ?b	0.026542491	0.000004089	0.000301061	114	27883025	378661	-1
?b  <isLocatedIn>  ?h  ?a  <isPoliticianOf>  ?h   => ?a  <graduatedFrom>  ?b	0.010692542	0.000039356	0.000235683	281	7139885	1192278	-1
?h  <isConnectedTo>  ?a  ?b  <isConnectedTo>  ?h   => ?a  <isConnectedTo>  ?b	0.216566866	0.029006416	0.030060283	6293	216952	209346	-2
?h  <hasMusicalRole>  ?b  ?a  <influences>  ?h   => ?a  <hasMusicalRole>  ?b	0.003366282	0.184254606	0.472103004	110	597	233	-1
?g  <isConnectedTo>  ?a  ?g  <isLocatedIn>  ?b   => ?a  <isConnectedTo>  ?b	0.014144126	0.027976312	0.091864104	411	14691	4474	-2
?a  <isConnectedTo>  ?h  ?b  <isConnectedTo>  ?h   => ?a  <isConnectedTo>  ?b	0.235288045	0.025236605	0.031461098	6837	270916	217316	-2
?h  <actedIn>  ?b  ?a  <isMarriedTo>  ?h   => ?a  <directed>  ?b	0.011868165	0.009905988	0.011776472	471	47547	39995	-2
?h  <created>  ?b  ?a  <isMarriedTo>  ?h   => ?a  <directed>  ?b	0.002696165	0.004849748	0.022408377	107	22063	4775	-2
?b  <isLocatedIn>  ?h  ?a  <wasBornIn>  ?h   => ?a  <isLeaderOf>  ?b	0.015906788	0.000005631	0.000629549	157	27883025	249385	-1
?b  <hasCapital>  ?h  ?a  <livesIn>  ?h   => ?a  <livesIn>  ?b	0.046329723	0.15971422	0.15971422	1386	8678	8678	-1
?g  <isConnectedTo>  ?b  ?a  <isConnectedTo>  ?g   => ?a  <isConnectedTo>  ?b	0.421054443	0.056394963	0.056394963	12235	216952	216952	-2
?a  <hasWonPrize>  ?h  ?b  <hasWonPrize>  ?h   => ?a  <influences>  ?b	0.021642404	0.000013261	0.001067088	501	37781100	469502	-2
?a  <diedIn>  ?h  ?b  <hasCapital>  ?h   => ?a  <livesIn>  ?b	0.005448589	0.004137896	0.14845173	163	39392	1098	-1
?b  <dealsWith>  ?h  ?a  <livesIn>  ?h   => ?a  <livesIn>  ?b	0.006050274	0.00077455	0.00077455	181	233684	233684	-1
?b  <hasCapital>  ?h  ?a  <wasBornIn>  ?h   => ?a  <livesIn>  ?b	0.01186656	0.003516558	0.086165049	355	100951	4120	-1
?a  <diedIn>  ?h  ?b  <isLocatedIn>  ?h   => ?a  <graduatedFrom>  ?b	0.018340944	0.000041593	0.000524629	482	11588480	918745	-1
?a  <hasAcademicAdvisor>  ?h  ?h  <isCitizenOf>  ?b   => ?a  <livesIn>  ?b	0.005314882	0.118040089	0.506369427	159	1347	314	-1
?g  <isConnectedTo>  ?a  ?g  <isConnectedTo>  ?b   => ?a  <isConnectedTo>  ?b	0.413001583	0.018498765	0.018498765	12001	648746	648746	-2
?a  <hasAcademicAdvisor>  ?h  ?h  <livesIn>  ?b   => ?a  <livesIn>  ?b	0.005080893	0.199475066	0.584615385	152	762	260	-1
?h  <isLocatedIn>  ?b  ?a  <worksAt>  ?h   => ?a  <livesIn>  ?b	0.018217676	0.072598908	0.319086651	545	7507	1708	-1
?a  <isLeaderOf>  ?h  ?h  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	0.016479476	0.044092657	0.201388889	493	11181	2448	-1
?g  <created>  ?b  ?g  <isMarriedTo>  ?a   => ?a  <directed>  ?b	0.002696165	0.004850188	0.022413071	107	22061	4774	-2
?a  <actedIn>  ?b  ?a  <created>  ?b   => ?a  <directed>  ?b	0.011414605	0.355294118	0.420612813	453	1275	1077	-2
?b  <dealsWith>  ?h  ?a  <isCitizenOf>  ?h   => ?a  <livesIn>  ?b	0.003442974	0.000054369	0.000405105	103	1894473	254255	-1
?g  <hasCapital>  ?b  ?a  <livesIn>  ?g   => ?a  <livesIn>  ?b	0.045962027	0.145764868	0.145764868	1375	9433	9433	-1
?g  <hasCapital>  ?b  ?a  <isCitizenOf>  ?g   => ?a  <livesIn>  ?b	0.018451665	0.013129103	0.106811146	552	42044	5168	-1
?h  <dealsWith>  ?b  ?a  <isCitizenOf>  ?h   => ?a  <livesIn>  ?b	0.005181174	0.001099564	0.010314767	155	140965	15027	-1
?g  <actedIn>  ?b  ?g  <isMarriedTo>  ?a   => ?a  <directed>  ?b	0.011868165	0.009899533	0.011768821	471	47578	40021	-2
?a  <diedIn>  ?h  ?h  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	0.017883407	0.004515606	0.14898357	535	118478	3591	-1
?a  <hasChild>  ?h  ?h  <livesIn>  ?b   => ?a  <livesIn>  ?b	0.004546062	0.165048544	0.490974729	136	824	277	-1
?g  <hasAcademicAdvisor>  ?a  ?g  <livesIn>  ?b   => ?a  <livesIn>  ?b	0.004612916	0.165467626	0.518796992	138	834	266	-1
?a  <hasWonPrize>  ?h  ?b  <hasWonPrize>  ?h   => ?a  <hasChild>  ?b	0.007674853	0.000003044	0.000307681	115	37781100	373764	-2
?g  <hasAcademicAdvisor>  ?a  ?g  <isCitizenOf>  ?b   => ?a  <livesIn>  ?b	0.004546062	0.112863071	0.552845528	136	1205	246	-1
?b  <isLocatedIn>  ?h  ?a  <isPoliticianOf>  ?h   => ?a  <livesIn>  ?b	0.009158978	0.000038376	0.00068423	274	7139885	400450	-1
?g  <dealsWith>  ?b  ?a  <livesIn>  ?g   => ?a  <livesIn>  ?b	0.006083701	0.007757555	0.007757555	182	23461	23461	-1
?a  <isMarriedTo>  ?h  ?h  <livesIn>  ?b   => ?a  <livesIn>  ?b	0.010195213	0.181224005	0.664488017	305	1683	459	-1
?g  <hasChild>  ?a  ?g  <livesIn>  ?b   => ?a  <livesIn>  ?b	0.005014039	0.153374233	0.490196078	150	978	306	-1
?a  <wasBornIn>  ?h  ?b  <wasBornIn>  ?h   => ?a  <influences>  ?b	0.006609357	0.000003154	0.000141492	153	48508522	1081330	-2
?g  <isLocatedIn>  ?a  ?g  <isLocatedIn>  ?b   => ?a  <dealsWith>  ?b	0.242630385	0.000966799	0.01610718	214	221349	13286	-1
?a  <hasChild>  ?h  ?b  <hasChild>  ?h   => ?a  <isMarriedTo>  ?b	0.134859837	0.233391608	0.424990052	3204	13728	7539	-2
?g  <isLocatedIn>  ?a  ?g  <isLocatedIn>  ?b   => ?a  <hasCapital>  ?b	0.177826564	0.001463752	0.007451188	324	221349	43483	-1
?h  <isLocatedIn>  ?b  ?a  <livesIn>  ?h   => ?a  <livesIn>  ?b	0.186321701	0.103965382	0.103965382	5574	53614	53614	-1
?a  <graduatedFrom>  ?h  ?h  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	0.058329991	0.030738066	0.118885407	1745	56770	14678	-1
?a  <isAffiliatedTo>  ?h  ?h  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	0.023064581	0.010597939	0.062201388	690	65107	11093	-1
?a  <created>  ?h  ?h  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	0.003643535	0.004869985	0.227557411	109	22382	479	-1
?g  <isMarriedTo>  ?a  ?g  <livesIn>  ?b   => ?a  <livesIn>  ?b	0.010195213	0.181224005	0.664488017	305	1683	459	-1
?a  <actedIn>  ?h  ?b  <created>  ?h   => ?a  <isMarriedTo>  ?b	0.006061116	0.001628315	0.012223071	144	88435	11781	-2
?a  <wasBornIn>  ?h  ?b  <wasBornIn>  ?h   => ?a  <hasChild>  ?b	0.035104111	0.000010843	0.000398534	526	48508522	1319838	-2
?a  <diedIn>  ?h  ?b  <diedIn>  ?h   => ?a  <isMarriedTo>  ?b	0.019530263	0.000045844	0.000561245	464	10121266	826734	-2
?a  <created>  ?h  ?b  <created>  ?h   => ?a  <isMarriedTo>  ?b	0.011953868	0.00148918	0.024354687	284	190709	11661	-2
?b  <isLocatedIn>  ?h  ?a  <wasBornIn>  ?h   => ?a  <graduatedFrom>  ?b	0.060312024	0.000056845	0.000802543	1585	27883025	1974971	-1
?b  <diedIn>  ?h  ?a  <wasBornIn>  ?h   => ?a  <isMarriedTo>  ?b	0.005934843	0.000007577	0.000100022	141	18608440	1409684	-2
?h  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?h   => ?a  <livesIn>  ?b	0.057226902	0.004155158	0.077051172	1712	412018	22219	-1
?a  <livesIn>  ?h  ?b  <livesIn>  ?h   => ?a  <isMarriedTo>  ?b	0.009344221	0.000043482	0.001062328	222	5105518	208975	-2
?b  <actedIn>  ?h  ?a  <directed>  ?h   => ?a  <isMarriedTo>  ?b	0.009933496	0.002780494	0.008722005	236	84877	27058	-2
?a  <actedIn>  ?h  ?b  <directed>  ?h   => ?a  <isMarriedTo>  ?b	0.009933496	0.002780494	0.014306499	236	84877	16496	-2
?b  <actedIn>  ?h  ?a  <created>  ?h   => ?a  <isMarriedTo>  ?b	0.006061116	0.001628315	0.004863386	144	88435	29609	-2
?a  <actedIn>  ?h  ?b  <actedIn>  ?h   => ?a  <isMarriedTo>  ?b	0.028369391	0.001699488	0.005864388	674	396590	114931	-2
?a  <hasAcademicAdvisor>  ?h  ?h  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	0.011064943	0.35783222	0.646112601	482	1347	746	-1
?a  <hasAcademicAdvisor>  ?h  ?h  <livesIn>  ?b   => ?a  <isCitizenOf>  ?b	0.003810748	0.217847769	0.470254958	166	762	353	-1
