Movie	Release date	DBpedia_URI	Label	id	rating
Happy Feet	11/17/2006 0:00	http://dbpedia.org/resource/Happy_Feet	good	1661	77
Jiro Dreams of Sushi	3/9/2012 0:00	http://dbpedia.org/resource/Jiro_Dreams_of_Sushi	good	1662	77
Last Tango in Paris	1/27/1973 0:00	http://dbpedia.org/resource/Last_Tango_in_Paris	good	1663	77
Shanghai Noon	5/26/2000 0:00	http://dbpedia.org/resource/Shanghai_Noon	good	1664	77
The Decline of Western Civilization Part III	7/7/2000 0:00	http://dbpedia.org/resource/The_Decline_of_Western_Civilization_III	good	1665	77
The Graduate	12/21/1967 0:00	http://dbpedia.org/resource/The_Graduate	good	1666	77
The House I Live In	10/5/2012 0:00	http://dbpedia.org/resource/The_House_I_Live_In_(2012_film)	good	1667	77
Bobby Fischer Against the World	9/9/2011 0:00	http://dbpedia.org/resource/Bobby_Fischer_Against_the_World	good	1668	76
Hoosiers	11/14/1986 0:00	http://dbpedia.org/resource/Hoosiers	good	1669	76
Night Across the Street	2/8/2013 0:00	http://dbpedia.org/resource/Night_Across_the_Street	good	1670	76
Songs from the Second Floor	7/3/2002 0:00	http://dbpedia.org/resource/Songs_from_the_Second_Floor	good	1671	76
Syriana	11/23/2005 0:00	http://dbpedia.org/resource/Syriana	good	1672	76
About a Boy	5/17/2002 0:00	http://dbpedia.org/resource/About_a_Boy	good	1673	75
An Unreasonable Man	1/31/2007 0:00	http://dbpedia.org/resource/An_Unreasonable_Man	good	1674	75
Bulworth	5/19/1998 0:00	http://dbpedia.org/resource/Bulworth	good	1675	75
Down from the Mountain	6/15/2001 0:00	http://dbpedia.org/resource/Down_from_the_Mountain	good	1676	75
Girl on the Bridge	7/28/2000 0:00	http://dbpedia.org/resource/Girl_on_the_Bridge	good	1677	75
Kitchen Stories	2/20/2004 0:00	http://dbpedia.org/resource/Kitchen_Stories	good	1678	75
Dangerous Liaisons	12/16/1988 0:00	http://dbpedia.org/resource/Dangerous_Liaisons	good	1679	74
Lost in La Mancha	1/31/2003 0:00	http://dbpedia.org/resource/Lost_in_La_Mancha	good	1680	74
Millions	3/11/2005 0:00	http://dbpedia.org/resource/Millions	good	1681	74
Polisse	5/18/2012 0:00	http://dbpedia.org/resource/Polisse	good	1682	74
Take My Eyes	3/17/2006 0:00	http://dbpedia.org/resource/Take_My_Eyes	good	1683	74
The Pirogue	1/23/2013 0:00	http://dbpedia.org/resource/The_Pirogue	good	1684	74
Amreeka	9/4/2009 0:00	http://dbpedia.org/resource/Amreeka	good	1685	73
Kung Fu Panda	6/6/2008 0:00	http://dbpedia.org/resource/Kung_Fu_Panda	good	1686	73
Last Life in the Universe	8/6/2004 0:00	http://dbpedia.org/resource/Last_Life_in_the_Universe	good	1687	73
Laurence Anyways	6/28/2013 0:00	http://dbpedia.org/resource/Laurence_Anyways	good	1688	73
Meet the Parents	10/6/2000 0:00	http://dbpedia.org/resource/Meet_the_Parents	good	1689	73
The City of Lost Children	12/15/1995 0:00	http://dbpedia.org/resource/The_City_of_Lost_Children	good	1690	73
The Forgiveness of Blood	2/24/2012 0:00	http://dbpedia.org/resource/The_Forgiveness_of_Blood	good	1691	73
The Hangover	6/5/2009 0:00	http://dbpedia.org/resource/The_Hangover	good	1692	73
The Matrix	3/31/1999 0:00	http://dbpedia.org/resource/The_Matrix	good	1693	73
The Puffy Chair	6/2/2006 0:00	http://dbpedia.org/resource/The_Puffy_Chair	good	1694	73
The Raid: Redemption	3/23/2012 0:00	http://dbpedia.org/resource/The_Raid:_Redemption	good	1695	73
Magic Mike	6/29/2012 0:00	http://dbpedia.org/resource/Magic_Mike	good	1696	72
My Brother the Devil	3/22/2013 0:00	http://dbpedia.org/resource/My_Brother_the_Devil	good	1697	72
Nowhere in Africa	3/7/2003 0:00	http://dbpedia.org/resource/Nowhere_in_Africa	good	1698	72
The Birdcage	3/8/1996 0:00	http://dbpedia.org/resource/The_Birdcage	good	1699	72
The Buffalo Boy	3/11/2005 0:00	http://dbpedia.org/resource/The_Buffalo_Boy	good	1700	72
Welcome to Sarajevo	11/26/1997 0:00	http://dbpedia.org/resource/Welcome_to_Sarajevo	good	1701	72
Aliens of the Deep	1/28/2005 0:00	http://dbpedia.org/resource/Aliens_of_the_Deep	good	1702	71
All the Real Girls	2/14/2003 0:00	http://dbpedia.org/resource/All_the_Real_Girls	good	1703	71
F/X	2/7/1986 0:00	http://dbpedia.org/resource/F/X	good	1704	71
Games of Love and Chance	8/31/2005 0:00	http://dbpedia.org/resource/Games_of_Love_and_Chance	good	1705	71
Married to the Mob	8/19/1988 0:00	http://dbpedia.org/resource/Married_to_the_Mob	good	1706	71
Star Trek II: The Wrath of Khan	6/4/1982 0:00	http://dbpedia.org/resource/Star_Trek_II:_The_Wrath_of_Khan	good	1707	71
Tangled	11/24/2010 0:00	http://dbpedia.org/resource/Tangled	good	1708	71
The Boss of It All	5/23/2007 0:00	http://dbpedia.org/resource/The_Boss_of_It_All	good	1709	71
The Tracker	1/16/2004 0:00	http://dbpedia.org/resource/The_Tracker	good	1710	71
We Are What We Are	9/27/2013 0:00	http://dbpedia.org/resource/We_Are_What_We_Are_(2013_film)	good	1711	71
A Moment of Innocence	11/10/1999 0:00	http://dbpedia.org/resource/A_Moment_of_Innocence	good	1712	70
Adanggaman	7/11/2001 0:00	http://dbpedia.org/resource/Adanggaman	good	1713	70
East of Havana	2/2/2007 0:00	http://dbpedia.org/resource/East_of_Havana	good	1714	70
Fados	3/6/2009 0:00	http://dbpedia.org/resource/Fados	good	1715	70
Galaxy Quest	12/25/1999 0:00	http://dbpedia.org/resource/Galaxy_Quest	good	1716	70
Girlfight	9/29/2000 0:00	http://dbpedia.org/resource/Girlfight	good	1717	70
Pieces of April	10/17/2003 0:00	http://dbpedia.org/resource/Pieces_of_April	good	1718	70
The Forsaken Land	6/22/2006 0:00	http://dbpedia.org/resource/The_Forsaken_Land	good	1719	70
The Opposite of Sex	5/22/1998 0:00	http://dbpedia.org/resource/The_Opposite_of_Sex	good	1720	70
The Science of Sleep	9/22/2006 0:00	http://dbpedia.org/resource/The_Science_of_Sleep	good	1721	70
The Tao of Steve	8/4/2000 0:00	http://dbpedia.org/resource/The_Tao_of_Steve	good	1722	70
Waking Sleeping Beauty	3/26/2010 0:00	http://dbpedia.org/resource/Waking_Sleeping_Beauty	good	1723	70
Cinderella Man	6/3/2005 0:00	http://dbpedia.org/resource/Cinderella_Man	good	1724	69
Evil Dead II	3/13/1987 0:00	http://dbpedia.org/resource/Evil_Dead_II	good	1725	69
Inglourious Basterds	8/21/2009 0:00	http://dbpedia.org/resource/Inglourious_Basterds	good	1726	69
Monsieur Ibrahim	12/5/2003 0:00	http://dbpedia.org/resource/Monsieur_Ibrahim	good	1727	69
The Beautiful City	3/15/2006 0:00	http://dbpedia.org/resource/The_Beautiful_City	good	1728	69
The Eyes of Tammy Faye	7/21/2000 0:00	http://dbpedia.org/resource/The_Eyes_of_Tammy_Faye	good	1729	69
Eyes Wide Shut	7/16/1999 0:00	http://dbpedia.org/resource/Eyes_Wide_Shut	good	1730	68
Heartbeat Detector	3/14/2008 0:00	http://dbpedia.org/resource/Heartbeat_Detector	good	1731	68
Jump Tomorrow	7/6/2001 0:00	http://dbpedia.org/resource/Jump_Tomorrow	good	1732	68
Praying with Lior	2/1/2008 0:00	http://dbpedia.org/resource/Praying_with_Lior	good	1733	68
Purple Butterfly	11/26/2004 0:00	http://dbpedia.org/resource/Purple_Butterfly	good	1734	68
The Milk of Sorrow	8/27/2010 0:00	http://dbpedia.org/resource/The_Milk_of_Sorrow	good	1735	68
Why We Fight	1/20/2006 0:00	http://dbpedia.org/resource/Why_We_Fight	good	1736	68
Winter Sleepers	3/22/2000 0:00	http://dbpedia.org/resource/Winter_Sleepers	good	1737	68
Better Luck Tomorrow	4/11/2003 0:00	http://dbpedia.org/resource/Better_Luck_Tomorrow	good	1738	67
Damsels in Distress	4/6/2012 0:00	http://dbpedia.org/resource/Damsels_in_Distress	good	1739	67
Fast Times at Ridgemont High	8/13/1982 0:00	http://dbpedia.org/resource/Fast_Times_at_Ridgemont_High	good	1740	67
It Came from Kuchar	4/9/2010 0:00	http://dbpedia.org/resource/It_Came_from_Kuchar	good	1741	67
Kung Fu Panda 2	5/26/2011 0:00	http://dbpedia.org/resource/Kung_Fu_Panda_2	good	1742	67
Mondovino	3/23/2005 0:00	http://dbpedia.org/resource/Mondovino	good	1743	67
Rudo y Cursi	5/8/2009 0:00	http://dbpedia.org/resource/Rudo_y_Cursi	good	1744	67
Schultze Gets the Blues	2/18/2005 0:00	http://dbpedia.org/resource/Schultze_Gets_the_Blues	good	1745	67
Star Trek IV: The Voyage Home	11/26/1986 0:00	http://dbpedia.org/resource/Star_Trek_IV:_The_Voyage_Home	good	1746	67
Game Over: Kasparov and the Machine	12/3/2004 0:00	http://dbpedia.org/resource/Game_Over:_Kasparov_and_the_Machine	good	1747	66
Margot at the Wedding	11/16/2007 0:00	http://dbpedia.org/resource/Margot_at_the_Wedding	good	1748	66
Occupation: Dreamland	9/23/2005 0:00	http://dbpedia.org/resource/Occupation:_Dreamland	good	1749	66
Premium Rush	8/24/2012 0:00	http://dbpedia.org/resource/Premium_Rush	good	1750	66
Robot Stories	2/13/2004 0:00	http://dbpedia.org/resource/Robot_Stories	good	1751	66
The Tailor of Panama	3/30/2001 0:00	http://dbpedia.org/resource/The_Tailor_of_Panama	good	1752	66
Three... Extremes	10/28/2005 0:00	http://dbpedia.org/resource/Three..._Extremes	good	1753	66
Unmistaken Child	6/3/2009 0:00	http://dbpedia.org/resource/Unmistaken_Child	good	1754	66
Bottle Rocket	2/21/1996 0:00	http://dbpedia.org/resource/Bottle_Rocket	good	1755	65
Coffee and Cigarettes	5/14/2004 0:00	http://dbpedia.org/resource/Coffee_and_Cigarettes	good	1756	65
Gay Sex in the 70s	11/4/2005 0:00	http://dbpedia.org/resource/Gay_Sex_in_the_70s	good	1757	65
In the Valley of Elah	9/14/2007 0:00	http://dbpedia.org/resource/In_the_Valley_of_Elah	good	1758	65
Jimmy Neutron: Boy Genius	12/21/2001 0:00	http://dbpedia.org/resource/Jimmy_Neutron:_Boy_Genius	good	1759	65
My Week with Marilyn	11/23/2011 0:00	http://dbpedia.org/resource/My_Week_with_Marilyn	good	1760	65
The Great Debaters	12/25/2007 0:00	http://dbpedia.org/resource/The_Great_Debaters	good	1761	65
The Love We Make	11/11/2011 0:00	http://dbpedia.org/resource/The_Love_We_Make	good	1762	65
A Thousand Years of Good Prayers	9/19/2008 0:00	http://dbpedia.org/resource/A_Thousand_Years_of_Good_Prayers	good	1763	64
Beverly Hills Cop	12/5/1984 0:00	http://dbpedia.org/resource/Beverly_Hills_Cop	good	1764	64
District 13: Ultimatum	2/5/2010 0:00	http://dbpedia.org/resource/District_13:_Ultimatum	good	1765	64
Idiocracy	9/1/2006 0:00	http://dbpedia.org/resource/Idiocracy	good	1766	64
Inside Deep Throat	2/11/2005 0:00	http://dbpedia.org/resource/Inside_Deep_Throat	good	1767	64
JCVD	11/7/2008 0:00	http://dbpedia.org/resource/JCVD_(film)	good	1768	64
Joe the King	10/15/1999 0:00	http://dbpedia.org/resource/Joe_the_King	good	1769	64
Look Both Ways	4/14/2006 0:00	http://dbpedia.org/resource/Look_Both_Ways	good	1770	64
Mondays in the Sun	7/25/2003 0:00	http://dbpedia.org/resource/Mondays_in_the_Sun	good	1771	64
One Hour Photo	8/21/2002 0:00	http://dbpedia.org/resource/One_Hour_Photo	good	1772	64
Shortbus	10/4/2006 0:00	http://dbpedia.org/resource/Shortbus	good	1773	64
Silkwood	12/14/1983 0:00	http://dbpedia.org/resource/Silkwood	good	1774	64
The Beautiful Country	7/8/2005 0:00	http://dbpedia.org/resource/The_Beautiful_Country	good	1775	64
Wolke Neun	8/28/2009 0:00	http://dbpedia.org/resource/Wolke_Neun	good	1776	64
A Cat in Paris	6/1/2012 0:00	http://dbpedia.org/resource/A_Cat_in_Paris	good	1777	63
A State of Mind	8/10/2005 0:00	http://dbpedia.org/resource/A_State_of_Mind	good	1778	63
Anchorman: The Legend of Ron Burgundy	7/9/2004 0:00	http://dbpedia.org/resource/Anchorman:_The_Legend_of_Ron_Burgundy	good	1779	63
Dear Frankie	3/4/2005 0:00	http://dbpedia.org/resource/Dear_Frankie	good	1780	63
Happy Times	7/26/2002 0:00	http://dbpedia.org/resource/Happy_Times	good	1781	63
Home Alone	11/16/1990 0:00	http://dbpedia.org/resource/Home_Alone	good	1782	63
Megamind	11/5/2010 0:00	http://dbpedia.org/resource/Megamind	good	1783	63
Rumble Fish	10/8/1983 0:00	http://dbpedia.org/resource/Rumble_Fish	good	1784	63
Scream 2	12/12/1997 0:00	http://dbpedia.org/resource/Scream_2	good	1785	63
Iron Man 3	5/3/2013 0:00	http://dbpedia.org/resource/Iron_Man_3	good	1786	62
Shopgirl	10/21/2005 0:00	http://dbpedia.org/resource/Shopgirl	good	1787	62
The Chronicles of Narnia: Prince Caspian	5/16/2008 0:00	http://dbpedia.org/resource/The_Chronicles_of_Narnia:_Prince_Caspian	good	1788	62
The Great Warming	11/3/2006 0:00	http://dbpedia.org/resource/The_Great_Warming	good	1789	62
The Human Resources Manager	3/4/2011 0:00	http://dbpedia.org/resource/The_Human_Resources_Manager	good	1790	62
The Yellow Handkerchief	2/26/2010 0:00	http://dbpedia.org/resource/The_Yellow_Handkerchief_(2008_film)	good	1791	62
American Blackout	9/22/2006 0:00	http://dbpedia.org/resource/American_Blackout	good	1792	61
Analyze This	3/5/1999 0:00	http://dbpedia.org/resource/Analyze_This	good	1793	61
Day Night Day Night	5/9/2007 0:00	http://dbpedia.org/resource/Day_Night_Day_Night	good	1794	61
Fear X	1/28/2005 0:00	http://dbpedia.org/resource/Fear_X	good	1795	61
Quitting	9/13/2002 0:00	http://dbpedia.org/resource/Quitting	good	1796	61
The Soloist	4/24/2009 0:00	http://dbpedia.org/resource/The_Soloist	good	1797	61
Wah-Wah	5/12/2006 0:00	http://dbpedia.org/resource/Wah-Wah_(film)	good	1798	61
Word Wars	6/11/2004 0:00	http://dbpedia.org/resource/Word_Wars	good	1799	61
Death in Love	7/17/2009 0:00	http://dbpedia.org/resource/Death_in_Love	bad	1800	39
Eating Out 2: Sloppy Seconds	11/24/2006 0:00	http://dbpedia.org/resource/Eating_Out_2:_Sloppy_Seconds	bad	1801	39
Green Lantern	6/17/2011 0:00	http://dbpedia.org/resource/Green_Lantern_(film)	bad	1802	39
I Love Your Work	11/4/2005 0:00	http://dbpedia.org/resource/I_Love_Your_Work	bad	1803	39
Life as We Know It	10/8/2010 0:00	http://dbpedia.org/resource/Life_as_We_Know_It_(film)	bad	1804	39
National Treasure	11/19/2004 0:00	http://dbpedia.org/resource/National_Treasure_(film)	bad	1805	39
Never Back Down	3/14/2008 0:00	http://dbpedia.org/resource/Never_Back_Down	bad	1806	39
Nights in Rodanthe	9/26/2008 0:00	http://dbpedia.org/resource/Nights_in_Rodanthe	bad	1807	39
O Jerusalem	10/17/2007 0:00	http://dbpedia.org/resource/O_Jerusalem_(film)	bad	1808	39
Percy Jackson: Sea of Monsters	8/7/2013 0:00	http://dbpedia.org/resource/Percy_Jackson:_Sea_of_Monsters	bad	1809	39
The Change-Up	8/5/2011 0:00	http://dbpedia.org/resource/The_Change-Up	bad	1810	39
The Sitter	12/9/2011 0:00	http://dbpedia.org/resource/The_Sitter	bad	1811	39
Till Human Voices Wake Us	2/21/2003 0:00	http://dbpedia.org/resource/Till_Human_Voices_Wake_Us_(film)	bad	1812	39
Virtuosity	8/4/1995 0:00	http://dbpedia.org/resource/Virtuosity	bad	1813	39
What a Man	11/30/2012 0:00	http://dbpedia.org/resource/What_a_Man_(film)	bad	1814	39
An American Haunting	5/5/2006 0:00	http://dbpedia.org/resource/An_American_Haunting	bad	1815	38
Bad Boys II	7/18/2003 0:00	http://dbpedia.org/resource/Bad_Boys_II	bad	1816	38
BASEketball	7/31/1998 0:00	http://dbpedia.org/resource/BASEketball	bad	1817	38
Facing the Giants	9/29/2006 0:00	http://dbpedia.org/resource/Facing_the_Giants	bad	1818	38
Laws of Attraction	4/30/2004 0:00	http://dbpedia.org/resource/Laws_of_Attraction	bad	1819	38
Scrooged	11/23/1988 0:00	http://dbpedia.org/resource/Scrooged	bad	1820	38
The Medallion	8/22/2003 0:00	http://dbpedia.org/resource/The_Medallion	bad	1821	38
The Mysteries of Pittsburgh	4/10/2009 0:00	http://dbpedia.org/resource/The_Mysteries_of_Pittsburgh_(film)	bad	1822	38
The Other Side of Heaven	4/12/2002 0:00	http://dbpedia.org/resource/The_Other_Side_of_Heaven	bad	1823	38
The Trouble with Bliss	3/23/2012 0:00	http://dbpedia.org/resource/The_Trouble_with_Bliss	bad	1824	38
Twilight Zone: The Movie	6/24/1983 0:00	http://dbpedia.org/resource/Twilight_Zone:_The_Movie	bad	1825	38
Amelia	10/23/2009 0:00	http://dbpedia.org/resource/Amelia_(film)	bad	1826	37
Bad Company	6/7/2002 0:00	http://dbpedia.org/resource/Bad_Company_(2002_film)	bad	1827	37
Connected: An Autoblogography About Love, Death & Technology	10/14/2011 0:00	http://dbpedia.org/resource/Connected:_An_Autoblogography_About_Love,_Death_&_Technology	bad	1828	37
Fools Rush In	2/14/1997 0:00	http://dbpedia.org/resource/Fools_Rush_In_(1997_film)	bad	1829	37
Forever Strong	9/26/2008 0:00	http://dbpedia.org/resource/Forever_Strong	bad	1830	37
Fun Size	10/26/2012 0:00	http://dbpedia.org/resource/Fun_Size	bad	1831	37
Going Under	6/15/2006 0:00	http://dbpedia.org/resource/Going_Under_(2004_film)	bad	1832	37
Haven	9/15/2006 0:00	http://dbpedia.org/resource/Haven_(film)	bad	1833	37
Resident Evil: Afterlife	9/10/2010 0:00	http://dbpedia.org/resource/Resident_Evil:_Afterlife	bad	1834	37
Riding the Bullet	10/15/2004 0:00	http://dbpedia.org/resource/Riding_the_Bullet_(film)	bad	1835	37
Showboy	4/9/2004 0:00	http://dbpedia.org/resource/Showboy	bad	1836	37
Shutter	3/21/2008 0:00	http://dbpedia.org/resource/Shutter_(2008_film)	bad	1837	37
Abandon	10/18/2002 0:00	http://dbpedia.org/resource/Abandon_(film)	bad	1838	36
Alpha and Omega	9/17/2010 0:00	http://dbpedia.org/resource/Alpha_and_Omega_(film)	bad	1839	36
Arthur	4/8/2011 0:00	http://dbpedia.org/resource/Arthur_(2011_film)	bad	1840	36
Beware the Gonzo	9/9/2011 0:00	http://dbpedia.org/resource/Beware_the_Gonzo	bad	1841	36
Feel the Noise	10/5/2007 0:00	http://dbpedia.org/resource/Feel_the_Noise	bad	1842	36
Final Destination	3/17/2000 0:00	http://dbpedia.org/resource/Final_Destination	bad	1843	36
Hard Rain	1/16/1998 0:00	http://dbpedia.org/resource/Hard_Rain_(film)	bad	1844	36
Holding Trevor	7/4/2008 0:00	http://dbpedia.org/resource/Holding_Trevor	bad	1845	36
Human Error	9/16/2005 0:00	http://dbpedia.org/resource/Human_Error_(film)	bad	1846	36
I Am Number Four	2/18/2011 0:00	http://dbpedia.org/resource/I_Am_Number_Four_(film)	bad	1847	36
Kedma	2/7/2003 0:00	http://dbpedia.org/resource/Kedma_(film)	bad	1848	36
Lady in the Water	7/21/2006 0:00	http://dbpedia.org/resource/Lady_in_the_Water	bad	1849	36
Parental Guidance	12/25/2012 0:00	http://dbpedia.org/resource/Parental_Guidance_(film)	bad	1850	36
Poolhall Junkies	2/28/2003 0:00	http://dbpedia.org/resource/Poolhall_Junkies	bad	1851	36
Rambo III	5/25/1988 0:00	http://dbpedia.org/resource/Rambo_III	bad	1852	36
Remember the Daze	4/11/2008 0:00	http://dbpedia.org/resource/Remember_the_Daze	bad	1853	36
Shwaas	12/10/2004 0:00	http://dbpedia.org/resource/Shwaas	bad	1854	36
The Art of Getting By	6/17/2011 0:00	http://dbpedia.org/resource/The_Art_of_Getting_By	bad	1855	36
The Wicker Man	9/1/2006 0:00	http://dbpedia.org/resource/The_Wicker_Man_(2006_film)	bad	1856	36
This Thing of Ours	7/18/2003 0:00	http://dbpedia.org/resource/This_Thing_of_Ours	bad	1857	36
Thunderbirds	7/30/2004 0:00	http://dbpedia.org/resource/Thunderbirds_(film)	bad	1858	36
A Life Less Ordinary	10/24/1997 0:00	http://dbpedia.org/resource/A_Life_Less_Ordinary	bad	1859	35
A Rumor of Angels	2/1/2002 0:00	http://dbpedia.org/resource/A_Rumor_of_Angels	bad	1860	35
Arise	9/20/2013 0:00	http://dbpedia.org/resource/Arise_(film)	bad	1861	35
Broken Sky	9/29/2006 0:00	http://dbpedia.org/resource/Broken_Sky_(film)	bad	1862	35
Eichmann	10/29/2010 0:00	http://dbpedia.org/resource/Eichmann_(film)	bad	1863	35
Hannibal Rising	2/9/2007 0:00	http://dbpedia.org/resource/Hannibal_Rising_(film)	bad	1864	35
Happy Tears	2/19/2010 0:00	http://dbpedia.org/resource/Happy_Tears	bad	1865	35
Jumper	2/14/2008 0:00	http://dbpedia.org/resource/Jumper_(film)	bad	1866	35
Primeval	1/12/2007 0:00	http://dbpedia.org/resource/Primeval_(film)	bad	1867	35
ATM	4/6/2012 0:00	http://dbpedia.org/resource/ATM_(film)	bad	1868	34
Chelsea Walls	4/19/2002 0:00	http://dbpedia.org/resource/Chelsea_Walls	bad	1869	34
Color of the Cross	11/10/2006 0:00	http://dbpedia.org/resource/Color_of_the_Cross	bad	1870	34
Festival of Lights	11/9/2012 0:00	http://dbpedia.org/resource/Festival_of_Lights_(film)	bad	1871	34
Just One Time	10/20/2000 0:00	http://dbpedia.org/resource/Just_One_Time_(film)	bad	1872	34
