id	album	artist	date	rating	DBpedia_URL	label
82.0	Gala Mill	The Drones	2-Sep-06	87.0	http://dbpedia.org/resource/Gala_Mill	good
86.0	Mass Romantic	The New Pornographers	21-Nov-00	87.0	http://dbpedia.org/resource/Mass_Romantic	good
88.0	Now, More Than Ever	Jim Guthrie	1-Jun-04	87.0	http://dbpedia.org/resource/Now,_More_Than_Ever	good
97.0	The Creek Drank The Cradle	Iron & Wine	24-Sep-02	87.0	http://dbpedia.org/resource/The_Creek_Drank_the_Cradle	good
100.0	The Town And The City	Los Lobos	12-Sep-06	87.0	http://dbpedia.org/resource/The_Town_and_the_City_(album)	good
104.0	Yankee Hotel Foxtrot	Wilco	23-Apr-02	87.0	http://dbpedia.org/resource/Yankee_Hotel_Foxtrot	good
105.0	45:33:00	LCD Soundsystem	13-Nov-07	86.0	http://dbpedia.org/resource/45:33	good
108.0	Beautifully Human: Words And Sounds Vol. 2	Jill Scott	31-Aug-04	86.0	http://dbpedia.org/resource/Beautifully_Human:_Words_and_Sounds_Vol._2	good
113.0	Bowie At The Beeb	David Bowie	3-Oct-00	86.0	http://dbpedia.org/resource/Bowie_at_the_Beeb	good
114.0	Boxer	The National	22-May-07	86.0	http://dbpedia.org/resource/Boxer_(album)	good
115.0	Comicopera	Robert Wyatt	9-Oct-07	86.0	http://dbpedia.org/resource/Comicopera	good
117.0	David Comes To Life	Fucked Up	7-Jun-11	86.0	http://dbpedia.org/resource/David_Comes_to_Life	good
118.0	Dead Cities, Red Seas & Lost Ghosts	M83	27-Jul-04	86.0	http://dbpedia.org/resource/Dead_Cities,_Red_Seas_&_Lost_Ghosts	good
127.0	L'Enfant Sauvage	Gojira	26-Jun-12	86.0	http://dbpedia.org/resource/L'Enfant_Sauvage_(album)	good
130.0	Little Sparrow	Dolly Parton	23-Jan-01	86.0	http://dbpedia.org/resource/Little_Sparrow	good
132.0	Midlife: A Beginner's Guide To Blur	Blur	28-Jul-09	86.0	http://dbpedia.org/resource/Midlife:_A_Beginner's_Guide_to_Blur	good
133.0	Minimum-Maximum [Live]	Kraftwerk	7-Jun-05	86.0	http://dbpedia.org/resource/Minimum-Maximum	good
137.0	Rings Around The World	Super Furry Animals	19-Mar-02	86.0	http://dbpedia.org/resource/Rings_Around_the_World	good
138.0	Robyn	Robyn	29-Apr-08	86.0	http://dbpedia.org/resource/Robyn_(album)	good
141.0	Sound Of Silver	LCD Soundsystem	20-Mar-07	86.0	http://dbpedia.org/resource/Sound_of_Silver	good
142.0	Southern Rock Opera	Drive-By Truckers	16-Jul-02	86.0	http://dbpedia.org/resource/Southern_Rock_Opera	good
143.0	Space Is Only Noise	Nicolas Jaar	28-Jan-11	86.0	http://dbpedia.org/resource/Space_Is_Only_Noise	good
146.0	The Decline Of British Sea Power	British Sea Power	9-Sep-03	86.0	http://dbpedia.org/resource/The_Decline_of_British_Sea_Power	good
149.0	The Intercontinentals	Bill Frisell	15-Apr-03	86.0	http://dbpedia.org/resource/The_Intercontinentals	good
162.0	Avalanche United	I Am the Avalanche	11-Oct-11	85.0	http://dbpedia.org/resource/Avalanche_United	good
164.0	Bitte Orca	Dirty Projectors	9-Jun-09	85.0	http://dbpedia.org/resource/Bitte_Orca	good
165.0	Blinking Lights And Other Revelations	Eels	26-Apr-05	85.0	http://dbpedia.org/resource/Blinking_Lights_and_Other_Revelations	good
173.0	For Hero: For Fool	Subtle	3-Oct-06	85.0	http://dbpedia.org/resource/For_Hero:_For_Fool	good
181.0	High Violet	The National	11-May-10	85.0	http://dbpedia.org/resource/High_Violet	good
182.0	I'm Wide Awake, It's Morning	Bright Eyes	25-Jan-05	85.0	http://dbpedia.org/resource/I'm_Wide_Awake,_It's_Morning	good
188.0	Laulu Laakson Kukista	Paavoharju	22-Jul-08	85.0	http://dbpedia.org/resource/Laulu_Laakson_Kukista	good
190.0	Lookaftering	Vashti Bunyan	25-Oct-05	85.0	http://dbpedia.org/resource/Lookaftering	good
193.0	New Brigade	Iceage	21-Jun-11	85.0	http://dbpedia.org/resource/New_Brigade	good
198.0	Pause	Four Tet	2-Oct-01	85.0	http://dbpedia.org/resource/Pause_(album)	good
201.0	Rook	Shearwater	3-Jun-08	85.0	http://dbpedia.org/resource/Rook_(album)	good
204.0	Singing Bones	The Handsome Family	7-Oct-03	85.0	http://dbpedia.org/resource/Singing_Bones	good
205.0	Smother	Wild Beasts	10-May-11	85.0	http://dbpedia.org/resource/Smother_(album)	good
208.0	Spiral Shadow	Kylesa	26-Oct-10	85.0	http://dbpedia.org/resource/Spiral_Shadow	good
209.0	Stay Positive	The Hold Steady	15-Jul-08	85.0	http://dbpedia.org/resource/Stay_Positive_(album)	good
210.0	Strange Mercy	St. Vincent	13-Sep-11	85.0	http://dbpedia.org/resource/Strange_Mercy	good
217.0	The Drift	Scott Walker	23-May-06	85.0	http://dbpedia.org/resource/The_Drift	good
218.0	The Last Broadcast	Doves	4-Jun-02	85.0	http://dbpedia.org/resource/The_Last_Broadcast_(album)	good
220.0	The Soft Bulletin	The Flaming Lips	22-Jun-99	85.0	http://dbpedia.org/resource/The_Soft_Bulletin	good
223.0	This Right Here Is Buck 65	Buck 65	25-Jan-05	85.0	http://dbpedia.org/resource/This_Right_Here_Is_Buck_65	good
224.0	Transatlanticism	Death Cab for Cutie	7-Oct-03	85.0	http://dbpedia.org/resource/Transatlanticism	good
225.0	Twin Cinema	The New Pornographers	23-Aug-05	85.0	http://dbpedia.org/resource/Twin_Cinema	good
227.0	Wind's Poem	Mount Eerie	18-Aug-09	85.0	http://dbpedia.org/resource/Wind's_Poem	good
231.0	A South Bronx Story	ESG	19-May-00	84.0	http://dbpedia.org/resource/A_South_Bronx_Story	good
233.0	Bear Creek	Brandi Carlile	5-Jun-12	84.0	http://dbpedia.org/resource/Bear_Creek_(album)	good
234.0	Beauty & Crime	Suzanne Vega	17-Jul-07	84.0	http://dbpedia.org/resource/Beauty_&_Crime	good
239.0	Cast Of Thousands	Elbow	27-Jan-04	84.0	http://dbpedia.org/resource/Cast_of_Thousands	good
253.0	Ga Ga Ga Ga Ga	Spoon	10-Jul-07	84.0	http://dbpedia.org/resource/Ga_Ga_Ga_Ga_Ga	good
255.0	Get Off On The Pain	Gary Allan	9-Mar-10	84.0	http://dbpedia.org/resource/Get_Off_on_the_Pain	good
258.0	Hell On Heels	Pistol Annies	23-Aug-11	84.0	http://dbpedia.org/resource/Hell_on_Heels	good
261.0	Kaputt	Destroyer	25-Jan-11	84.0	http://dbpedia.org/resource/Kaputt_(album)	good
263.0	Lift Your Skinny Fists Like Antennas to Heaven	Godspeed You! Black Emperor	12-Sep-00	84.0	http://dbpedia.org/resource/Lift_Your_Skinny_Fists_Like_Antennas_to_Heaven	good
269.0	Nixon	Lambchop	8-Feb-00	84.0	http://dbpedia.org/resource/Nixon_(album)	good
275.0	Second Chance	El DeBarge	30-Nov-10	84.0	http://dbpedia.org/resource/Second_Chance_(album)	good
276.0	Serena-Maneesh	Serena-Maneesh	9-May-06	84.0	http://dbpedia.org/resource/Serena_Maneesh_(album)	good
279.0	Sugar Mountain: Live At Canterbury House 1968	Neil Young	20-Nov-08	84.0	http://dbpedia.org/resource/Sugar_Mountain_%E2%80%93_Live_at_Canterbury_House_1968	good
283.0	Tha Carter III	Lil Wayne	10-Jun-08	84.0	http://dbpedia.org/resource/Tha_Carter_III	good
285.0	The Body, The Blood, The Machine	The Thermals	22-Aug-06	84.0	http://dbpedia.org/resource/The_Body,_the_Blood,_the_Machine	good
290.0	The Royal Society	The Eighties Matchbox B-Line Disaster	25-Oct-04	84.0	http://dbpedia.org/resource/The_Royal_Society_(album)	good
291.0	The Shepherd's Dog	Iron & Wine	25-Sep-07	84.0	http://dbpedia.org/resource/The_Shepherd's_Dog	good
295.0	This Is Happening	LCD Soundsystem	18-May-10	84.0	http://dbpedia.org/resource/This_Is_Happening	good
297.0	Tronic	Black Milk	28-Oct-08	84.0	http://dbpedia.org/resource/Tronic	good
298.0	UGK 4 Life	UGK	31-Mar-09	84.0	http://dbpedia.org/resource/UGK_4_Life	good
299.0	Veni Vidi Vicious	The Hives	30-Apr-02	84.0	http://dbpedia.org/resource/Veni_Vidi_Vicious	good
303.0	Yonder Is The Clock	The Felice Brothers	7-Apr-09	84.0	http://dbpedia.org/resource/Yonder_Is_the_Clock	good
310.0	Black Up	Shabazz Palaces	28-Jun-11	83.0	http://dbpedia.org/resource/Black_Up	good
317.0	Chemical Warfare	The Alchemist	7-Jul-09	83.0	http://dbpedia.org/resource/Chemical_Warfare_(album)	good
318.0	Come to Where I'm From	Joseph Arthur	11-Apr-00	83.0	http://dbpedia.org/resource/Come_to_Where_I'm_From	good
323.0	Forever Abomination	Skeletonwitch	11-Oct-11	83.0	http://dbpedia.org/resource/Forever_Abomination	good
324.0	Four the Record	Miranda Lambert	1-Nov-11	83.0	http://dbpedia.org/resource/Four_the_Record	good
325.0	Game Theory	The Roots	29-Aug-06	83.0	http://dbpedia.org/resource/Game_Theory_(album)	good
327.0	Grinderman 2	Grinderman	14-Sep-10	83.0	http://dbpedia.org/resource/Grinderman_2	good
330.0	Her Majesty The Decemberists	The Decemberists	9-Sep-03	83.0	http://dbpedia.org/resource/Her_Majesty_the_Decemberists	good
341.0	Love Behind The Melody	Raheem DeVaughn	15-Jan-08	83.0	http://dbpedia.org/resource/Love_Behind_the_Melody	good
352.0	New Amerykah Part Two: Return of the Ankh	Erykah Badu	30-Mar-10	83.0	http://dbpedia.org/resource/New_Amerykah_Part_Two_(Return_of_the_Ankh)	good
354.0	obZen	Meshuggah	11-Mar-08	83.0	http://dbpedia.org/resource/ObZen	good
355.0	One Kind Favor	B.B. King	26-Aug-08	83.0	http://dbpedia.org/resource/One_Kind_Favor	good
362.0	Special Affections	Diamond Rings	21-Jun-11	83.0	http://dbpedia.org/resource/Special_Affections	good
363.0	Sung Tongs	Animal Collective	1-Jun-04	83.0	http://dbpedia.org/resource/Sung_Tongs	good
364.0	The Besnard Lakes Are The Dark Horse	The Besnard Lakes	20-Feb-07	83.0	http://dbpedia.org/resource/The_Besnard_Lakes_Are_the_Dark_Horse	good
368.0	The Whole Love	Wilco	27-Sep-11	83.0	http://dbpedia.org/resource/The_Whole_Love	good
370.0	Truly She Is None Other	Holly Golightly	29-Jul-03	83.0	http://dbpedia.org/resource/Truly_She_Is_None_Other	good
375.0	You Could Have It So Much Better	Franz Ferdinand	4-Oct-05	83.0	http://dbpedia.org/resource/You_Could_Have_It_So_Much_Better	good
378.0	1st Born Second	Bilal	17-Jul-01	82.0	http://dbpedia.org/resource/1st_Born_Second	good
379.0	8 Million Stories	Soul Position	7-Oct-03	82.0	http://dbpedia.org/resource/8_Million_Stories	good
380.0	A Creature I Don't Know	Laura Marling	13-Sep-11	82.0	http://dbpedia.org/resource/A_Creature_I_Don't_Know	good
382.0	An Empty Bliss Beyond This World	The Caretaker	21-Jun-11	82.0	http://dbpedia.org/resource/An_Empty_Bliss_Beyond_This_World	good
383.0	Asleep In The Back	Elbow	22-Jan-02	82.0	http://dbpedia.org/resource/Asleep_in_the_Back	good
391.0	Build a Rocket Boys!	Elbow	12-Apr-11	82.0	http://dbpedia.org/resource/Build_a_Rocket_Boys!	good
397.0	Dark Roots of Earth	Testament	31-Jul-12	82.0	http://dbpedia.org/resource/Dark_Roots_of_Earth	good
403.0	Do You Like Rock Music?	British Sea Power	12-Feb-08	82.0	http://dbpedia.org/resource/Do_You_Like_Rock_Music%3F	good
405.0	Dressy Bessy	Dressy Bessy	26-Aug-03	82.0	http://dbpedia.org/resource/Dressy_Bessy_(album)	good
408.0	Electric Version	The New Pornographers	6-May-03	82.0	http://dbpedia.org/resource/Electric_Version	good
410.0	Fear of a Blank Planet	Porcupine Tree	24-Apr-07	82.0	http://dbpedia.org/resource/Fear_of_a_Blank_Planet	good
413.0	Health//Disco	HEALTH	27-May-08	82.0	http://dbpedia.org/resource/Health//Disco	good
419.0	Impossible Spaces	Sandro Perri	18-Oct-11	82.0	http://dbpedia.org/resource/Impossible_Spaces	good
424.0	Just Us Kids	James McMurtry	15-Apr-08	82.0	http://dbpedia.org/resource/Just_Us_Kids	good
427.0	Love Me Back	Jazmine Sullivan	30-Nov-10	82.0	http://dbpedia.org/resource/Love_Me_Back_(album)	good
430.0	Mad for Sadness	Arab Strap	4-Jul-00	82.0	http://dbpedia.org/resource/Mad_for_Sadness	good
432.0	More Heart Than Brains	Bike For Three!	26-May-09	82.0	http://dbpedia.org/resource/More_Heart_Than_Brains	good
436.0	Nine Types of Light	TV on the Radio	12-Apr-11	82.0	http://dbpedia.org/resource/Nine_Types_of_Light	good
445.0	Pyramid Electric Co.	Jason Molina	20-Jan-04	82.0	http://dbpedia.org/resource/Pyramid_Electric_Co.	good
446.0	Ramble at the Ryman	Levon Helm	17-May-11	82.0	http://dbpedia.org/resource/Ramble_at_the_Ryman	good
447.0	Rather Ripped	Sonic Youth	13-Jun-06	82.0	http://dbpedia.org/resource/Rather_Ripped	good
449.0	Rooty	Basement Jaxx	26-Jun-01	82.0	http://dbpedia.org/resource/Rooty	good
452.0	Silent Alarm	Bloc Party	22-Mar-05	82.0	http://dbpedia.org/resource/Silent_Alarm	good
454.0	Slave Ambient	The War on Drugs	16-Aug-11	82.0	http://dbpedia.org/resource/Slave_Ambient	good
458.0	Stephen Malkmus	Stephen Malkmus	13-Feb-01	82.0	http://dbpedia.org/resource/Stephen_Malkmus_(album)	good
462.0	Discovery of a World Inside the Moone	The Apples In Stereo	18-Apr-00	82.0	http://dbpedia.org/resource/The_Discovery_of_a_World_Inside_the_Moone	good
464.0	The Glass Bead Game	James Blackshaw	26-May-09	82.0	http://dbpedia.org/resource/The_Glass_Bead_Game_(album)	good
467.0	The Magic Position	Patrick Wolf	1-May-07	82.0	http://dbpedia.org/resource/The_Magic_Position	good
470.0	The Moon & Antarctica	Modest Mouse	13-Jun-00	82.0	http://dbpedia.org/resource/The_Moon_&_Antarctica	good
471.0	The One... Cohesive	G-Side	1-Jan-11	82.0	http://dbpedia.org/resource/The_One...Cohesive	good
473.0	The Seldom Seen Kid	Elbow	22-Apr-08	82.0	http://dbpedia.org/resource/The_Seldom_Seen_Kid	good
477.0	Transfiguration Of Vincent	M. Ward	18-Mar-03	82.0	http://dbpedia.org/resource/Transfiguration_of_Vincent	good
480.0	Vampire Weekend	Vampire Weekend	29-Jan-08	82.0	http://dbpedia.org/resource/Vampire_Weekend_(album)	good
485.0	Why Should The Fire Die?	Nickel Creek	9-Aug-05	82.0	http://dbpedia.org/resource/Why_Should_the_Fire_Die%3F	good
487.0	Wolfgang Amadeus Phoenix	Phoenix	26-May-09	82.0	http://dbpedia.org/resource/Wolfgang_Amadeus_Phoenix	good
493.0	604	Ladytron	13-Feb-01	81.0	http://dbpedia.org/resource/604_(album)	good
495.0	A Stranger Here	Ramblin' Jack Elliott	7-Apr-09	81.0	http://dbpedia.org/resource/A_Stranger_Here	good
500.0	Armchair Apocrypha	Andrew Bird	20-Mar-07	81.0	http://dbpedia.org/resource/Armchair_Apocrypha	good
501.0	Avatar	Comets On Fire	8-Aug-06	81.0	http://dbpedia.org/resource/Avatar_(Comets_on_Fire_album)	good
503.0	Banga	Patti Smith	5-Jun-12	81.0	http://dbpedia.org/resource/Banga_(album)	good
505.0	Black Dialogue	The Perceptionists	22-Mar-05	81.0	http://dbpedia.org/resource/Black_Dialogue	good
509.0	Can Our Love...	Tindersticks	3-Jul-01	81.0	http://dbpedia.org/resource/Can_Our_Love...	good
510.0	Cervantine	A Hawk and a Hacksaw	15-Feb-11	81.0	http://dbpedia.org/resource/Cervantine	good
511.0	Chosen Lords	Aphex Twin	18-Apr-06	81.0	http://dbpedia.org/resource/Chosen_Lords	good
514.0	Double Figure	Plaid	29-May-01	81.0	http://dbpedia.org/resource/Double_Figure	good
517.0	Embryonic	The Flaming Lips	13-Oct-09	81.0	http://dbpedia.org/resource/Embryonic	good
520.0	Figure 8	Elliott Smith	18-Apr-00	81.0	http://dbpedia.org/resource/Figure_8_(album)	good
521.0	Fits	White Denim	20-Oct-09	81.0	http://dbpedia.org/resource/Fits_(album)	good
522.0	Flashmob	Vitalic	3-Nov-09	81.0	http://dbpedia.org/resource/Flashmob_(album)	good
524.0	Give Up The Ghost	Brandi Carlile	6-Oct-09	81.0	http://dbpedia.org/resource/Give_Up_the_Ghost_(album)	good
534.0	James Blake	James Blake	22-Mar-11	81.0	http://dbpedia.org/resource/James_Blake_(album)	good
538.0	Live At Shea Stadium [Live]	The Clash	7-Oct-08	81.0	http://dbpedia.org/resource/Live_at_Shea_Stadium	good
539.0	Love Remains	How to Dress Well	19-Oct-10	81.0	http://dbpedia.org/resource/Love_Remains	good
544.0	Metals	Feist	4-Oct-11	81.0	http://dbpedia.org/resource/Metals_(album)	good
549.0	New Leaves	Owen	22-Sep-09	81.0	http://dbpedia.org/resource/New_Leaves	good
552.0	Parting the Sea Between Brightness and Me	Touche Amore	7-Jun-11	81.0	http://dbpedia.org/resource/Parting_the_Sea_Between_Brightness_and_Me	good
553.0	Penance Soiree	The Icarus Line	4-May-04	81.0	http://dbpedia.org/resource/Penance_Soiree	good
556.0	Psychic Chasms	Neon Indian	13-Oct-09	81.0	http://dbpedia.org/resource/Psychic_Chasms	good
558.0	Recitation	Envy	12-Oct-10	81.0	http://dbpedia.org/resource/Recitation_(album)	good
570.0	St. Elsewhere	Gnarls Barkley	9-May-06	81.0	http://dbpedia.org/resource/St._Elsewhere_(album)	good
574.0	Sweet Heart Sweet Light	Spiritualized	17-Apr-12	81.0	http://dbpedia.org/resource/Sweet_Heart_Sweet_Light	good
578.0	Tanglewood Numbers	Silver Jews	18-Oct-05	81.0	http://dbpedia.org/resource/Tanglewood_Numbers	good
579.0	Tears Of The Valedictorian	Frog Eyes	1-May-07	81.0	http://dbpedia.org/resource/Tears_of_the_Valedictorian	good
583.0	The Coral	The Coral	4-Mar-03	81.0	http://dbpedia.org/resource/The_Coral_(album)	good
586.0	The Evangelist	Robert Forster	29-Apr-08	81.0	http://dbpedia.org/resource/The_Evangelist	good
588.0	The Lost Tapes	Nas	24-Sep-02	81.0	http://dbpedia.org/resource/The_Lost_Tapes	good
589.0	The Milk Of Human Kindness	Caribou	3-May-05	81.0	http://dbpedia.org/resource/The_Milk_of_Human_Kindness	good
594.0	The Powerless Rise	As I Lay Dying	11-May-10	81.0	http://dbpedia.org/resource/The_Powerless_Rise	good
597.0	The Shadow Of An Empire	Fionn Regan	8-Feb-10	81.0	http://dbpedia.org/resource/The_Shadow_of_an_Empire	good
599.0	These Are The Vistas	The Bad Plus	11-Feb-03	81.0	http://dbpedia.org/resource/These_Are_the_Vistas	good
604.0	Transcendental Youth	The Mountain Goats	2-Oct-12	81.0	http://dbpedia.org/resource/Transcendental_Youth	good
605.0	Turn On The Bright Lights	Interpol	20-Aug-02	81.0	http://dbpedia.org/resource/Turn_on_the_Bright_Lights	good
607.0	Wonderful Rainbow	Lightning Bolt	4-Mar-03	81.0	http://dbpedia.org/resource/Wonderful_Rainbow	good
609.0	Your Future Our Clutter	The Fall	4-May-10	81.0	http://dbpedia.org/resource/Your_Future_Our_Clutter	good
613.0	A Chance To Cut Is A Chance To Cure	Matmos	13-Mar-01	80.0	http://dbpedia.org/resource/A_Chance_to_Cut_Is_a_Chance_to_Cure	good
617.0	A Rush Of Blood To The Head	Coldplay	27-Aug-02	80.0	http://dbpedia.org/resource/A_Rush_of_Blood_to_the_Head	good
618.0	Akron/Family	Akron/Family	22-Mar-05	80.0	http://dbpedia.org/resource/Akron/Family_(album)	good
621.0	American III: Solitary Man	Johnny Cash	17-Oct-00	80.0	http://dbpedia.org/resource/American_III:_Solitary_Man	good
622.0	American Slang	The Gaslight Anthem	15-Jun-10	80.0	http://dbpedia.org/resource/American_Slang	good
623.0	Ancient Melodies Of The Future	Built To Spill	10-Jul-01	80.0	http://dbpedia.org/resource/Ancient_Melodies_of_the_Future	good
628.0	Awfully Deep	Roots Manuva	19-Apr-05	80.0	http://dbpedia.org/resource/Awfully_Deep	good
644.0	Down The Way	Angus & Julia Stone	30-Mar-10	80.0	http://dbpedia.org/resource/Down_the_Way	good
646.0	Earthly Delights	Lightning Bolt	27-Oct-09	80.0	http://dbpedia.org/resource/Earthly_Delights_(album)	good
648.0	Electronic Dream	AraabMuzik	14-Jun-11	80.0	http://dbpedia.org/resource/Electronic_Dream	good
650.0	Fabulous Muscles	Xiu Xiu	17-Feb-04	80.0	http://dbpedia.org/resource/Fabulous_Muscles	good
657.0	Gorilla Manor	Local Natives	16-Feb-10	80.0	http://dbpedia.org/resource/Gorilla_Manor	good
659.0	Half The Perfect World	Madeleine Peyroux	12-Sep-06	80.0	http://dbpedia.org/resource/Half_the_Perfect_World	good
673.0	Kill For Love	Chromatics	27-Mar-12	80.0	http://dbpedia.org/resource/Kill_for_Love	good
677.0	Lord of the Birdcage	Robert Pollard	31-May-11	80.0	http://dbpedia.org/resource/Lord_of_the_Birdcage	good
681.0	Marissa Nadler	Marissa Nadler	14-Jun-11	80.0	http://dbpedia.org/resource/Marissa_Nadler_(album)	good
686.0	Miss Machine	The Dillinger Escape Plan	20-Jul-04	80.0	http://dbpedia.org/resource/Miss_Machine	good
687.0	Monday At The Hug & Pint	Arab Strap	22-Apr-03	80.0	http://dbpedia.org/resource/Monday_at_the_Hug_&_Pint	good
691.0	Night Falls Over Kortedala	Jens Lekman	9-Oct-07	80.0	http://dbpedia.org/resource/Night_Falls_Over_Kortedala	good
692.0	Nothing Is Wrong	Dawes	7-Jun-11	80.0	http://dbpedia.org/resource/Nothing_Is_Wrong	good
693.0	Now Here Is Nowhere	Secret Machines	18-May-04	80.0	http://dbpedia.org/resource/Now_Here_Is_Nowhere	good
697.0	One Day As A Lion [EP]	One Day As A Lion	22-Jul-08	80.0	http://dbpedia.org/resource/One_Day_as_a_Lion_(EP)	good
699.0	Paul's Tomb: A Triumph	Frog Eyes	27-Apr-10	80.0	http://dbpedia.org/resource/Paul's_Tomb:_A_Triumph	good
701.0	Praise & Blame	Tom Jones	27-Jul-10	80.0	http://dbpedia.org/resource/Praise_&_Blame	good
711.0	Since We Last Spoke	Rjd2	18-May-04	80.0	http://dbpedia.org/resource/Since_We_Last_Spoke	good
712.0	Snakes For The Divine	High on Fire	23-Feb-10	80.0	http://dbpedia.org/resource/Snakes_for_the_Divine	good
713.0	Songs From The Year Of Our Demise	Jon Auer	2-May-06	80.0	http://dbpedia.org/resource/Songs_from_the_Year_of_Our_Demise	good
715.0	Street's Disciple	Nas	30-Nov-04	80.0	http://dbpedia.org/resource/Street's_Disciple	good
717.0	Super Taranta!	Gogol Bordello	10-Jul-07	80.0	http://dbpedia.org/resource/Super_Taranta!	good
723.0	The Besnard Lakes Are The Roaring Night	The Besnard Lakes	9-Mar-10	80.0	http://dbpedia.org/resource/The_Besnard_Lakes_Are_the_Roaring_Night	good
738.0	The Sunlandic Twins	Of Montreal	12-Apr-05	80.0	http://dbpedia.org/resource/The_Sunlandic_Twins	good
742.0	Tones Of Town	Field Music	13-Feb-07	80.0	http://dbpedia.org/resource/Tones_of_Town	good
747.0	Untouchables	Korn	11-Jun-02	80.0	http://dbpedia.org/resource/Untouchables_(album)	good
748.0	Up On The Ridge	Dierks Bentley	8-Jun-10	80.0	http://dbpedia.org/resource/Up_on_the_Ridge	good
757.0	Yanqui U.X.O.	Godspeed You! Black Emperor	4-Nov-02	80.0	http://dbpedia.org/resource/Yanqui_U.X.O.	good
758.0	Year Of Meteors	Laura Veirs	23-Aug-05	80.0	http://dbpedia.org/resource/Year_of_Meteors	good
763.0	Absolute Dissent	Killing Joke	22-Nov-10	79.0	http://dbpedia.org/resource/Absolute_Dissent	good
766.0	Alright, Still	Lily Allen	30-Jan-07	79.0	http://dbpedia.org/resource/Alright,_Still	good
767.0	American Idiot	Green Day	21-Sep-04	79.0	http://dbpedia.org/resource/American_Idiot	good
768.0	American VI: Ain't No Grave	Johnny Cash	23-Feb-10	79.0	http://dbpedia.org/resource/American_VI:_Ain't_No_Grave	good
770.0	Astro Coast	Surfer Blood	19-Jan-10	79.0	http://dbpedia.org/resource/Astro_Coast	good
772.0	Backspacer	Pearl Jam	20-Sep-09	79.0	http://dbpedia.org/resource/Backspacer	good
773.0	Beaucoup Fish	Underworld	1-Mar-99	79.0	http://dbpedia.org/resource/Beaucoup_Fish	good
774.0	Because Of The Times	Kings of Leon	3-Apr-07	79.0	http://dbpedia.org/resource/Because_of_the_Times	good
776.0	BiRd-BrAiNs	tUnE-yArDs	17-Nov-09	79.0	http://dbpedia.org/resource/Bird-Brains	good
782.0	Cats & Dogs	Evidence	27-Sep-11	79.0	http://dbpedia.org/resource/Cats_&_Dogs_(Evidence_album)	good
